chr1	1	10537639	1
chr1	10537846	10672485	1
chr1	10672692	10691107	1
chr1	10691332	10698191	1
chr1	10698550	10721293	1
chr1	10721507	10735063	1
chr1	10735364	10776075	1
chr1	10776331	10791760	1
chr1	10791976	10865352	1
chr1	10865554	10905516	1
chr1	10905791	35184625	1
chr1	35184826	35893588	1
chr1	35893825	38029331	1
chr1	38029544	38095403	1
chr1	38095636	38162526	1
chr1	38162737	38336478	1
chr1	38336715	44249988	1
chr1	44250226	44524639	1
chr1	44524895	44536699	1
chr1	44536968	48647313	1
chr1	48647548	50540558	1
chr1	50540866	50570104	1
chr1	50570333	50633472	1
chr1	50633808	50700361	1
chr1	50700596	62903974	1
chr1	62904186	62904208	1
chr1	62904498	70231029	1
chr1	70231384	87356699	1
chr1	87356918	87563316	1
chr1	87563559	88462334	1
chr1	88462587	96806180	1
chr1	96806492	96814615	1
chr1	96814823	97536725	1
chr1	97536930	108697805	1
chr1	108698069	114737431	1
chr1	114737633	163970717	1
chr1	163970941	164054297	1
chr1	164054653	164668724	1
chr1	164668971	213425423	1
chr1	213425639	215715689	1
chr1	215715955	243732732	1
chr1	243732989	244054404	1
chr1	244054634	244853383	1
chr1	244853586	244854300	1
chr1	244854517	248956422	1
chr10	1	49396710	10
chr10	49396987	49398809	10
chr10	49399018	68756233	10
chr10	68756465	75379265	10
chr10	75379517	75736184	10
chr10	75736441	75967424	10
chr10	75967647	76230780	10
chr10	76231034	76282523	10
chr10	76282729	76523865	10
chr10	76524096	96955697	10
chr10	96955914	100612911	10
chr10	100613154	100613859	10
chr10	100614303	100615342	10
chr10	100615551	100655348	10
chr10	100655809	100659462	10
chr10	100659826	100687900	10
chr10	100688259	100749677	10
chr10	100749887	100787360	10
chr10	100787568	100808033	10
chr10	100808317	101219422	10
chr10	101219763	101292669	10
chr10	101292941	101322746	10
chr10	101323018	101451677	10
chr10	101451982	101452281	10
chr10	101452505	101484225	10
chr10	101484457	101486054	10
chr10	101486331	101507273	10
chr10	101507541	112644463	10
chr10	112644692	118314889	10
chr10	118315108	118317024	10
chr10	118317346	119580661	10
chr10	119580892	123092686	10
chr10	123092888	123093098	10
chr10	123093333	125216995	10
chr10	125217235	129648073	10
chr10	129648291	129893321	10
chr10	129893642	133797422	10
chr11	1	8283147	11
chr11	8283463	8296286	11
chr11	8296621	15602877	11
chr11	15603081	16294804	11
chr11	16295027	16453788	11
chr11	16453988	30535973	11
chr11	30536198	31664095	11
chr11	31664330	31764131	11
chr11	31764446	31764735	11
chr11	31765003	31804114	11
chr11	31804345	32176445	11
chr11	32176752	66626424	11
chr11	66626631	83484115	11
chr11	83484333	116361972	11
chr11	116362309	124774750	11
chr11	124775020	131998050	11
chr11	131998272	135086622	11
chr12	1	16562479	12
chr12	16562693	24139071	12
chr12	24139322	41355376	12
chr12	41355594	53464704	12
chr12	53464927	53677311	12
chr12	53677563	53697047	12
chr12	53697306	53989133	12
chr12	53989447	54016709	12
chr12	54016936	54028656	12
chr12	54029044	54033101	12
chr12	54033355	54053815	12
chr12	54054116	106582731	12
chr12	106582933	133275309	12
chr13	1	71219855	13
chr13	71220064	71489224	13
chr13	71489464	71547169	13
chr13	71547372	71681967	13
chr13	71682207	72094761	13
chr13	72095016	72120026	13
chr13	72120226	72197414	13
chr13	72197737	78402693	13
chr13	78402928	94966627	13
chr13	94966855	97356565	13
chr13	97356816	112062022	13
chr13	112062264	114364328	13
chr14	1	25908827	14
chr14	25909053	26445761	14
chr14	26446085	26446175	14
chr14	26446462	28763928	14
chr14	28764195	28879545	14
chr14	28879784	29392112	14
chr14	29392377	30243552	14
chr14	30243759	30273155	14
chr14	30273433	30913500	14
chr14	30913702	33375256	14
chr14	33375554	33599369	14
chr14	33599597	33653410	14
chr14	33653623	33733364	14
chr14	33733757	35550982	14
chr14	35551278	35573828	14
chr14	35574105	36112600	14
chr14	36112994	37246707	14
chr14	37246931	37308014	14
chr14	37308314	45096546	14
chr14	45096836	45109819	14
chr14	45110036	79861133	14
chr14	79861384	96965030	14
chr14	96965282	97296256	14
chr14	97296488	97412952	14
chr14	97413190	107043718	14
chr15	1	35626710	15
chr15	35626910	36527725	15
chr15	36527994	36673191	15
chr15	36673457	36893468	15
chr15	36893677	37229807	15
chr15	37230010	41739855	15
chr15	41740093	57133326	15
chr15	57133624	67373046	15
chr15	67373317	67585831	15
chr15	67586036	67747965	15
chr15	67748276	70099794	15
chr15	70100050	74621900	15
chr15	74622175	96692869	15
chr15	96693071	101991189	15
chr16	1	24567681	16
chr16	24567930	49060819	16
chr16	49061027	49701936	16
chr16	49702247	49856979	16
chr16	49857301	50815079	16
chr16	50815293	51637575	16
chr16	51637781	52460802	16
chr16	52461052	53620472	16
chr16	53620717	54289942	16
chr16	54290148	55189444	16
chr16	55189679	59541490	16
chr16	59541700	69646460	16
chr16	69646671	69647251	16
chr16	69647577	72787145	16
chr16	72787397	73058971	16
chr16	73059215	90338345	16
chr17	1	36655772	17
chr17	36655991	36972319	17
chr17	36972548	36979186	17
chr17	36979454	39410265	17
chr17	39410537	40092920	17
chr17	40093166	48586543	17
chr17	48586750	48593524	17
chr17	48593810	48604949	17
chr17	48605171	58004866	17
chr17	58005083	58005353	17
chr17	58005642	64500652	17
chr17	64500885	83257441	17
chr18	1	25113190	18
chr18	25113535	25168223	18
chr18	25168449	25176390	18
chr18	25176613	25187814	18
chr18	25188029	25285242	18
chr18	25285567	26335627	18
chr18	26335889	26657234	18
chr18	26657449	32773245	18
chr18	32773484	36900577	18
chr18	36900815	37483686	18
chr18	37483899	37598636	18
chr18	37598866	37984967	18
chr18	37985178	38483667	18
chr18	38483873	47244416	18
chr18	47244665	55422699	18
chr18	55422926	55587009	18
chr18	55587219	74645701	18
chr18	74645916	74645917	18
chr18	74646158	74651074	18
chr18	74651337	74651408	18
chr18	74651737	74856635	18
chr18	74856883	74880755	18
chr18	74881004	80373285	18
chr19	1	8462384	19
chr19	8462623	30003871	19
chr19	30004259	30075527	19
chr19	30075837	30256946	19
chr19	30257218	30276873	19
chr19	30277146	30350622	19
chr19	30350854	30512633	19
chr19	30512923	31096719	19
chr19	31096930	31315713	19
chr19	31315938	31337040	19
chr19	31337244	41933164	19
chr19	41933489	58617616	19
chr2	1	7634519	2
chr2	7634746	20278571	2
chr2	20278869	33588341	2
chr2	33588548	38749158	2
chr2	38749380	57745423	2
chr2	57745630	58881050	2
chr2	58881324	58906175	2
chr2	58906407	58972267	2
chr2	58972476	59519442	2
chr2	59519682	59720695	2
chr2	59720897	59912104	2
chr2	59912350	60070827	2
chr2	60071030	60071247	2
chr2	60071467	60214424	2
chr2	60214641	60460437	2
chr2	60460763	60553546	2
chr2	60553780	61525365	2
chr2	61525643	62966955	2
chr2	62967200	66071456	2
chr2	66071668	72947873	2
chr2	72948120	104120267	2
chr2	104120484	143157152	2
chr2	143157407	143354540	2
chr2	143354841	143679769	2
chr2	143680006	143955288	2
chr2	143955536	143957404	2
chr2	143957811	144004745	2
chr2	144004946	144068395	2
chr2	144068933	144388282	2
chr2	144388518	144403565	2
chr2	144403900	144428197	2
chr2	144428493	144430786	2
chr2	144431034	144439609	2
chr2	144439904	144443284	2
chr2	144443578	146376496	2
chr2	146376707	155870586	2
chr2	155870796	156135114	2
chr2	156135410	156338193	2
chr2	156338402	156694901	2
chr2	156695149	156803597	2
chr2	156803937	157043756	2
chr2	157044046	161238530	2
chr2	161238842	161382161	2
chr2	161382468	161416515	2
chr2	161416721	162188511	2
chr2	162188718	163594168	2
chr2	163594477	163805396	2
chr2	163805659	163987659	2
chr2	163987859	170715019	2
chr2	170715270	171964151	2
chr2	171964412	171966109	2
chr2	171966551	172091789	2
chr2	172092027	172093652	2
chr2	172094050	173250051	2
chr2	173250258	173909752	2
chr2	173910006	174081680	2
chr2	174082018	174104943	2
chr2	174105176	174122205	2
chr2	174122421	174125058	2
chr2	174125281	174160694	2
chr2	174160900	174342879	2
chr2	174343116	176075628	2
chr2	176076002	176638609	2
chr2	176638833	236162737	2
chr2	236162980	242193529	2
chr20	1	4885793	20
chr20	4886001	35740456	20
chr20	35740701	43459115	20
chr20	43459435	64444167	20
chr21	1	46709983	21
chr22	1	19408385	22
chr22	19408596	35752444	22
chr22	35752648	50818468	22
chr3	1	9429776	3
chr3	9430072	17551236	3
chr3	17551638	18128071	3
chr3	18128417	18634911	3
chr3	18635158	18802957	3
chr3	18803251	18992665	3
chr3	18992884	70517272	3
chr3	70517478	70822688	3
chr3	70822939	70822940	3
chr3	70823159	114714619	3
chr3	114714920	114716191	3
chr3	114716461	114856626	3
chr3	114856919	114893043	3
chr3	114893258	137264701	3
chr3	137265193	137329601	3
chr3	137329888	137349474	3
chr3	137349739	137406805	3
chr3	137407076	147312920	3
chr3	147313192	147331850	3
chr3	147332149	152446597	3
chr3	152446809	158058784	3
chr3	158059008	158272250	3
chr3	158272457	158308369	3
chr3	158308577	158308688	3
chr3	158308965	158528114	3
chr3	158528325	169116494	3
chr3	169116695	169476163	3
chr3	169476510	180719068	3
chr3	180719453	185931507	3
chr3	185931926	198295559	3
chr4	1	4521712	4
chr4	4522050	13008245	4
chr4	13008468	24527538	4
chr4	24527833	41748051	4
chr4	41748310	75653939	4
chr4	75654157	82425511	4
chr4	82425716	104425155	4
chr4	104425403	110995319	4
chr4	110995533	150315230	4
chr4	150315538	150572799	4
chr4	150573039	150573040	4
chr4	150573244	190214555	4
chr5	1	3512506	5
chr5	3512768	32380030	5
chr5	32380244	51039803	5
chr5	51040004	72899858	5
chr5	72900098	72914187	5
chr5	72914390	77638538	5
chr5	77638745	77639593	5
chr5	77639806	77645335	5
chr5	77645542	77844428	5
chr5	77844652	77852107	5
chr5	77852579	77973019	5
chr5	77973341	78062704	5
chr5	78062982	81851541	5
chr5	81851759	87872805	5
chr5	87873181	87944587	5
chr5	87944790	88397115	5
chr5	88397339	88665986	5
chr5	88666296	88883806	5
chr5	88884007	91632975	5
chr5	91633195	93585310	5
chr5	93585514	93891963	5
chr5	93892273	94240141	5
chr5	94240349	94315013	5
chr5	94315231	134390468	5
chr5	134390744	139307964	5
chr5	139308224	158914829	5
chr5	158915079	167905689	5
chr5	167905935	170990624	5
chr5	170990881	170990993	5
chr5	170991242	171201207	5
chr5	171201426	171201484	5
chr5	171201709	171202474	5
chr5	171202752	171276074	5
chr5	171276313	171957515	5
chr5	171957751	173958288	5
chr5	173958518	178617305	5
chr5	178617716	179619195	5
chr5	179619500	181538259	5
chr6	1	10394443	6
chr6	10394655	16299152	6
chr6	16299367	36599739	6
chr6	36600312	41555701	6
chr6	41555901	51109080	6
chr6	51109288	51284198	6
chr6	51284442	85611967	6
chr6	85612286	93259345	6
chr6	93259546	97215479	6
chr6	97215752	97668663	6
chr6	97668884	97914922	6
chr6	97915146	98272012	6
chr6	98272319	98365978	6
chr6	98366234	98547656	6
chr6	98547910	99604107	6
chr6	99604347	100526106	6
chr6	100526336	163570671	6
chr6	163570874	170805979	6
chr7	1	1226267	7
chr7	1226469	20790169	7
chr7	20790421	20964145	7
chr7	20964644	21771874	7
chr7	21772104	23522050	7
chr7	23522518	26657458	7
chr7	26657715	26689852	7
chr7	26690143	27102318	7
chr7	27102523	27143512	7
chr7	27143713	31362783	7
chr7	31363026	42152985	7
chr7	42153247	50318558	7
chr7	50318870	54568962	7
chr7	54569183	70337988	7
chr7	70338274	70515793	7
chr7	70516003	97004603	7
chr7	97004860	97011988	7
chr7	97012337	114417115	7
chr7	114417316	114418129	7
chr7	114418397	114422963	7
chr7	114423258	114432799	7
chr7	114433000	114569262	7
chr7	114569467	114655260	7
chr7	114655491	115476642	7
chr7	115476907	115494590	7
chr7	115494886	115679406	7
chr7	115679644	115942062	7
chr7	115942286	122304551	7
chr7	122304798	151131226	7
chr7	151131492	157019690	7
chr7	157019962	159345973	7
chr8	1	25918404	8
chr8	25918631	37392950	8
chr8	37393217	52225341	8
chr8	52225809	52254556	8
chr8	52254914	59029813	8
chr8	59030113	64579981	8
chr8	64580187	64584572	8
chr8	64584774	65237061	8
chr8	65237326	76778725	8
chr8	76778941	104950120	8
chr8	104950441	105321603	8
chr8	105321942	118110978	8
chr8	118111262	145138636	8
chr9	1	969153	9
chr9	969514	974188	9
chr9	974410	8095727	9
chr9	8095987	13939910	9
chr9	13940119	15874310	9
chr9	15874523	16710754	9
chr9	16710985	17332213	9
chr9	17332435	23496726	9
chr9	23497005	23691769	9
chr9	23692001	23692235	9
chr9	23692441	37215206	9
chr9	37215470	37324426	9
chr9	37324627	77012962	9
chr9	77013270	78857507	9
chr9	78857738	79256658	9
chr9	79256969	81112806	9
chr9	81113061	83975368	9
chr9	83975575	83975576	9
chr9	83975843	105356189	9
chr9	105356406	106616010	9
chr9	106616253	122291610	9
chr9	122291813	122844548	9
chr9	122844799	123775657	9
chr9	123775874	125541789	9
chr9	125542067	125542072	9
chr9	125542283	125670308	9
chr9	125670521	125755318	9
chr9	125755639	125759591	9
chr9	125759918	125821836	9
chr9	125822091	125843532	9
chr9	125843964	125845430	9
chr9	125845706	125883885	9
chr9	125884122	125910279	9
chr9	125910615	125915726	9
chr9	125915946	132620137	9
chr9	132620375	137148037	9
chr9	137148244	138394717	9
chrM	1	16569	25
chrX	1	21516441	23
chrX	21516696	24805393	23
chrX	24805668	24846679	23
chrX	24847076	24876708	23
chrX	24877487	24897764	23
chrX	24898039	24898040	23
chrX	24898810	24899363	23
chrX	24899673	24928340	23
chrX	24928689	24990236	23
chrX	24990967	24999445	23
chrX	24999934	24999935	23
chrX	25000157	25383098	23
chrX	25383439	41349117	23
chrX	41349356	41520052	23
chrX	41520254	71153373	23
chrX	71153595	71248992	23
chrX	71249202	71546204	23
chrX	71546601	82534149	23
chrX	82534387	103786561	23
chrX	103786770	123465605	23
chrX	123465857	123479899	23
chrX	123480201	124101421	23
chrX	124101623	124101624	23
chrX	124101828	140088328	23
chrX	140088623	156040895	23
chrY	1	57227415	24
