"","Term","Ont","N","DE","P.DE"
"GO:0044444","cytoplasmic part","CC",9735,200,0.00000000000792728306486457
"GO:0005737","cytoplasm","CC",11625,224,0.0000000000362680143823482
"GO:0005829","cytosol","CC",5085,125,0.000000000067391080411064
"GO:0005622","intracellular","CC",15073,263,0.000000000687553325276336
"GO:0044424","intracellular part","CC",15063,262,0.00000000162236725400053
"GO:0044446","intracellular organelle part","CC",9811,194,0.00000000186620460814982
"GO:0044391","ribosomal subunit","CC",190,17,0.0000000029917035741015
"GO:0044422","organelle part","CC",10112,196,0.00000000931002298774482
"GO:0043229","intracellular organelle","CC",13294,235,0.000000144310945051507
"GO:0044429","mitochondrial part","CC",1036,38,0.0000001687826252329
