"","Term","Ont","N","DE","P.DE"
"GO:0044424","intracellular part","CC",15063,794,2.03368655357753e-37
"GO:0005622","intracellular","CC",15073,794,2.9921330101049e-37
"GO:0005654","nucleoplasm","CC",3512,301,2.27564043133246e-36
"GO:0005634","nucleus","CC",7932,511,0.00000000000000000000000000000000698782661787285
"GO:0043229","intracellular organelle","CC",13294,719,0.00000000000000000000000000000544132063617054
"GO:0090304","nucleic acid metabolic process","BP",5735,397,0.0000000000000000000000000000742494382427566
"GO:0003676","nucleic acid binding","MF",4349,327,0.0000000000000000000000000000866577755486841
"GO:0043231","intracellular membrane-bounded organelle","CC",11488,647,0.000000000000000000000000000209204839853961
"GO:1901363","heterocyclic compound binding","MF",6241,412,0.0000000000000000000000000981921256624979
"GO:0006139","nucleobase-containing compound metabolic process","BP",6411,420,0.00000000000000000000000010217260265374
"GO:0046483","heterocycle metabolic process","BP",6570,427,0.000000000000000000000000145974287316376
"GO:0097159","organic cyclic compound binding","MF",6328,415,0.000000000000000000000000225713038625652
"GO:0006725","cellular aromatic compound metabolic process","BP",6615,428,0.000000000000000000000000328713850058661
"GO:0043226","organelle","CC",14144,737,0.00000000000000000000000035471030531474
"GO:0016070","RNA metabolic process","BP",5206,360,0.000000000000000000000000372039101704346
"GO:0044451","nucleoplasm part","CC",1126,128,0.0000000000000000000000011524839204306
"GO:0044237","cellular metabolic process","BP",11301,628,0.00000000000000000000000188833462968577
"GO:0044260","cellular macromolecule metabolic process","BP",8352,504,0.00000000000000000000000250291637757218
"GO:0019219","regulation of nucleobase-containing compound metabolic process","BP",4140,303,0.00000000000000000000000346470395500894
"GO:0031981","nuclear lumen","CC",4594,326,0.00000000000000000000000447794878615422
