"","Term","Ont","N","DE","P.DE"
"GO:0050911","detection of chemical stimulus involved in sensory perception of smell","BP",427,251,2.6759630911908e-242
"GO:0004984","olfactory receptor activity","MF",427,251,2.6759630911908e-242
"GO:0007608","sensory perception of smell","BP",454,252,2.23964021598116e-234
"GO:0050907","detection of chemical stimulus involved in sensory perception","BP",477,255,1.35526907048356e-231
"GO:0009593","detection of chemical stimulus","BP",512,257,4.62294420813792e-224
"GO:0050906","detection of stimulus involved in sensory perception","BP",531,259,1.08871192496612e-221
"GO:0007606","sensory perception of chemical stimulus","BP",526,256,1.3215356222463e-218
"GO:0051606","detection of stimulus","BP",691,261,1.09170320996933e-187
"GO:0004930","G protein-coupled receptor activity","MF",866,263,4.48993385359508e-161
"GO:0007600","sensory perception","BP",977,271,5.30492348807057e-155
"GO:0004888","transmembrane signaling receptor activity","MF",1277,267,3.80540005644975e-119
"GO:0050877","nervous system process","BP",1437,280,1.98078488683447e-117
"GO:0007186","G protein-coupled receptor signaling pathway","BP",1371,268,4.23449832154641e-112
"GO:0038023","signaling receptor activity","MF",1484,269,2.92404844998462e-104
"GO:0060089","molecular transducer activity","MF",1538,269,2.14663859711952e-100
"GO:0003008","system process","BP",2216,297,4.829702239031e-82
"GO:0005549","odorant binding","MF",102,65,3.63138072852692e-64
"GO:0031424","keratinization","BP",224,72,4.43243367589294e-44
"GO:0032501","multicellular organismal process","BP",7751,512,8.53256072012778e-41
"GO:0030216","keratinocyte differentiation","BP",305,78,1.21167039058105e-39
