"","Term","Ont","N","DE","P.DE"
"GO:0050911","detection of chemical stimulus involved in sensory perception of smell","BP",427,242,1.02026814187368e-250
"GO:0004984","olfactory receptor activity","MF",427,242,1.02026814187368e-250
"GO:0007608","sensory perception of smell","BP",454,242,1.18219291585665e-241
"GO:0050907","detection of chemical stimulus involved in sensory perception","BP",477,246,3.79210041086898e-241
"GO:0009593","detection of chemical stimulus","BP",512,246,4.77937968265414e-231
"GO:0050906","detection of stimulus involved in sensory perception","BP",531,247,1.52351541698472e-227
"GO:0007606","sensory perception of chemical stimulus","BP",526,246,2.74943271271991e-227
"GO:0051606","detection of stimulus","BP",691,248,3.24116924248946e-194
"GO:0004930","G protein-coupled receptor activity","MF",866,253,7.53407254757483e-173
"GO:0007600","sensory perception","BP",977,256,5.30264006115109e-162
"GO:0004888","transmembrane signaling receptor activity","MF",1277,260,2.4266410240654e-135
"GO:0007186","G protein-coupled receptor signaling pathway","BP",1371,261,2.28909955037369e-128
"GO:0038023","signaling receptor activity","MF",1484,264,1.79589322622851e-122
"GO:0050877","nervous system process","BP",1437,258,2.92896032213888e-120
"GO:0060089","molecular transducer activity","MF",1538,264,1.60440538309522e-118
"GO:0003008","system process","BP",2216,269,4.226873393592e-84
"GO:0005549","odorant binding","MF",102,66,2.36064292960834e-71
"GO:0031424","keratinization","BP",224,74,3.84013603130589e-52
"GO:0030216","keratinocyte differentiation","BP",305,79,1.09059159432291e-46
"GO:0032501","multicellular organismal process","BP",7751,447,5.78253887912822e-44
