"","Term","Ont","N","DE","P.DE"
"GO:0003824","catalytic activity","MF",5710,123,0.00000000183838727298672
"GO:0044444","cytoplasmic part","CC",9735,178,0.00000000815987611693765
"GO:0005737","cytoplasm","CC",11625,201,0.0000000192954576423846
"GO:0044281","small molecule metabolic process","BP",2115,55,0.00000130663221418995
"GO:0051020","GTPase binding","MF",541,23,0.00000132163239311099
"GO:0005085","guanyl-nucleotide exchange factor activity","MF",214,14,0.00000132616513435381
"GO:0044424","intracellular part","CC",15063,235,0.00000228373031054896
"GO:0005829","cytosol","CC",5085,103,0.0000023976367748273
"GO:0005622","intracellular","CC",15073,235,0.00000248233119655681
"GO:0042578","phosphoric ester hydrolase activity","MF",367,18,0.00000273693444056352
"GO:0003674","molecular_function","MF",17697,261,0.00000764014007525008
"GO:0019899","enzyme binding","MF",2217,54,0.0000114969520587137
"GO:0005739","mitochondrion","CC",1573,42,0.0000155885070330453
"GO:0006796","phosphate-containing compound metabolic process","BP",3320,72,0.0000171805700466378
"GO:0005759","mitochondrial matrix","CC",469,19,0.00002205822127187
"GO:0006793","phosphorus metabolic process","BP",3347,72,0.0000226656709212594
"GO:0004090","carbonyl reductase (NADPH) activity","MF",5,3,0.0000237047123730411
"GO:0007264","small GTPase mediated signal transduction","BP",571,21,0.0000340689593604942
"GO:0016616","oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor","MF",119,9,0.0000340788306927001
"GO:0044283","small molecule biosynthetic process","BP",807,26,0.0000384433365618083
