"","Term","Ont","N","DE","P.DE"
"GO:0005739","mitochondrion","CC",1573,5,0.0000488218127693928
"GO:0044429","mitochondrial part","CC",1036,4,0.000201192585749183
"GO:0018011","N-terminal peptidyl-alanine methylation","BP",1,1,0.000341663412729343
"GO:0018012","N-terminal peptidyl-alanine trimethylation","BP",1,1,0.000341663412729343
"GO:0018013","N-terminal peptidyl-glycine methylation","BP",1,1,0.000341663412729343
"GO:0018016","N-terminal peptidyl-proline dimethylation","BP",1,1,0.000341663412729343
"GO:0035568","N-terminal peptidyl-proline methylation","BP",1,1,0.000341663412729343
"GO:0035572","N-terminal peptidyl-serine dimethylation","BP",1,1,0.000341663412729343
"GO:0035570","N-terminal peptidyl-serine methylation","BP",1,1,0.000341663412729343
"GO:0035573","N-terminal peptidyl-serine trimethylation","BP",1,1,0.000341663412729343
"GO:0018194","peptidyl-alanine modification","BP",1,1,0.000341663412729343
"GO:0090297","positive regulation of mitochondrial DNA replication","BP",1,1,0.000341663412729343
"GO:1990046","stress-induced mitochondrial fusion","BP",1,1,0.000341663412729343
"GO:0046901","tetrahydrofolylpolyglutamate biosynthetic process","BP",1,1,0.000341663412729343
"GO:0004326","tetrahydrofolylpolyglutamate synthase activity","MF",1,1,0.000341663412729343
"GO:0070126","mitochondrial translational termination","BP",89,2,0.000386332614571308
"GO:0005759","mitochondrial matrix","CC",469,3,0.000389515765253936
"GO:0005743","mitochondrial inner membrane","CC",473,3,0.00039935173377757
"GO:1990542","mitochondrial transmembrane transport","BP",101,2,0.000497233917368728
"GO:0006415","translational termination","BP",104,2,0.000527105537729118
