"","Term","Ont","N","DE","P.DE"
"GO:0050911","detection of chemical stimulus involved in sensory perception of smell","BP",427,258,5.38377669726534e-253
"GO:0004984","olfactory receptor activity","MF",427,258,5.38377669726534e-253
"GO:0007608","sensory perception of smell","BP",454,259,1.16828282933388e-244
"GO:0050907","detection of chemical stimulus involved in sensory perception","BP",477,262,1.27386172048285e-241
"GO:0009593","detection of chemical stimulus","BP",512,264,1.09980198040085e-233
"GO:0050906","detection of stimulus involved in sensory perception","BP",531,264,4.05701666563771e-228
"GO:0007606","sensory perception of chemical stimulus","BP",526,263,4.84063369521616e-228
"GO:0051606","detection of stimulus","BP",691,267,1.91344896921388e-194
"GO:0004930","G protein-coupled receptor activity","MF",866,274,8.21272897887761e-173
"GO:0007600","sensory perception","BP",977,276,1.89420201428331e-159
"GO:0004888","transmembrane signaling receptor activity","MF",1277,280,2.35647151649429e-130
"GO:0007186","G protein-coupled receptor signaling pathway","BP",1371,284,1.39600820067431e-125
"GO:0050877","nervous system process","BP",1437,282,3.42796710792383e-118
"GO:0038023","signaling receptor activity","MF",1484,282,1.92720942820691e-114
"GO:0060089","molecular transducer activity","MF",1538,282,2.53995263536536e-110
"GO:0003008","system process","BP",2216,300,3.89784756461394e-83
"GO:0005549","odorant binding","MF",102,68,6.42660893437157e-69
"GO:0031424","keratinization","BP",224,81,7.69251263350328e-54
"GO:0030216","keratinocyte differentiation","BP",305,86,4.2253252661964e-47
"GO:0032501","multicellular organismal process","BP",7751,519,2.74739864936973e-42
