"","Term","Ont","N","DE","P.DE"
"GO:0032039","integrator complex","CC",28,5,0.000000000136478546967212
"GO:0034472","snRNA 3'-end processing","BP",30,5,0.000000000197587926458568
"GO:0016180","snRNA processing","BP",36,5,0.000000000520287346272989
"GO:0043628","ncRNA 3'-end processing","BP",48,5,0.00000000234131065437672
"GO:0016073","snRNA metabolic process","BP",101,5,0.000000103950790588393
"GO:0031123","RNA 3'-end processing","BP",150,5,0.000000747460629460949
"GO:0050911","detection of chemical stimulus involved in sensory perception of smell","BP",427,6,0.0000077454361345276
"GO:0004984","olfactory receptor activity","MF",427,6,0.0000077454361345276
"GO:0007608","sensory perception of smell","BP",454,6,0.0000109847650464364
"GO:0050907","detection of chemical stimulus involved in sensory perception","BP",477,6,0.0000145426867511184
"GO:0009593","detection of chemical stimulus","BP",512,6,0.0000217016380895643
"GO:0007606","sensory perception of chemical stimulus","BP",526,6,0.0000252629754073425
"GO:0050906","detection of stimulus involved in sensory perception","BP",531,6,0.0000266437716382448
"GO:0004930","G protein-coupled receptor activity","MF",866,7,0.000043300148466352
"GO:0034470","ncRNA processing","BP",384,5,0.0000714007585054235
"GO:0051606","detection of stimulus","BP",691,6,0.000115228541445815
"GO:0034660","ncRNA metabolic process","BP",562,5,0.000420762030440121
"GO:0004888","transmembrane signaling receptor activity","MF",1277,7,0.000485930414098178
"GO:0007600","sensory perception","BP",977,6,0.000743399367237641
"GO:0007186","G protein-coupled receptor signaling pathway","BP",1371,7,0.000744915536765902
