"","Term","Ont","N","DE","P.DE"
"GO:0098916","anterograde trans-synaptic signaling","BP",703,22,0.00000000000319006414175647
"GO:0007268","chemical synaptic transmission","BP",703,22,0.00000000000319006414175647
"GO:0099537","trans-synaptic signaling","BP",711,22,0.00000000000398427806594308
"GO:0099536","synaptic signaling","BP",717,22,0.00000000000469829237644594
"GO:0006865","amino acid transport","BP",145,9,0.0000000416926211403963
"GO:0099504","synaptic vesicle cycle","BP",194,10,0.0000000418195841469726
"GO:0000149","SNARE binding","MF",110,8,0.0000000712936380125679
"GO:0099003","vesicle-mediated transport in synapse","BP",207,10,0.000000077038564221512
"GO:0019905","syntaxin binding","MF",75,7,0.0000000864711038749307
"GO:0006836","neurotransmitter transport","BP",269,11,0.0000000911967629917864
"GO:0017075","syntaxin-1 binding","MF",26,5,0.000000159623754731307
"GO:0007186","G protein-coupled receptor signaling pathway","BP",1371,23,0.000000165544280864833
"GO:0044456","synapse part","CC",938,18,0.000000682627206708812
"GO:0098793","presynapse","CC",491,13,0.000000878301891304616
"GO:0017156","calcium ion regulated exocytosis","BP",154,8,0.000000950054795045553
"GO:0007267","cell-cell signaling","BP",1650,24,0.00000113322169607796
"GO:0050877","nervous system process","BP",1437,22,0.00000151585109519503
"GO:0007269","neurotransmitter secretion","BP",169,8,0.00000191250413600552
"GO:0099643","signal release from synapse","BP",170,8,0.000001998861103959
"GO:0016082","synaptic vesicle priming","BP",19,4,0.000002036996638344
