"","Term","Ont","N","DE","P.DE"
"GO:0005622","intracellular","CC",15073,2067,4.71381647623259e-103
"GO:0044424","intracellular part","CC",15063,2066,6.25883457717949e-103
"GO:0043229","intracellular organelle","CC",13294,1907,1.46067625027323e-98
"GO:0043231","intracellular membrane-bounded organelle","CC",11488,1723,2.1247734973779e-93
"GO:0043226","organelle","CC",14144,1958,1.69861312307157e-86
"GO:0043227","membrane-bounded organelle","CC",13019,1850,5.04837213692022e-84
"GO:0005654","nucleoplasm","CC",3512,744,4.3269722326055e-83
"GO:0044446","intracellular organelle part","CC",9811,1520,3.95245144891783e-82
"GO:0044422","organelle part","CC",10112,1540,1.84401355570732e-77
"GO:0005515","protein binding","MF",11807,1677,4.53371954634609e-63
"GO:0044428","nuclear part","CC",5023,895,5.20599486168581e-62
"GO:0031981","nuclear lumen","CC",4594,833,5.90284812996785e-60
"GO:0005634","nucleus","CC",7932,1240,1.98403154830119e-58
"GO:0070013","intracellular organelle lumen","CC",5740,975,3.22226830162912e-58
"GO:0031974","membrane-enclosed lumen","CC",5740,975,3.22226830162912e-58
"GO:0043233","organelle lumen","CC",5740,975,3.22226830162912e-58
"GO:0005488","binding","MF",15267,1993,4.99228984991502e-58
"GO:0044260","cellular macromolecule metabolic process","BP",8352,1283,9.91844838142355e-57
"GO:0044237","cellular metabolic process","BP",11301,1589,1.87714565268946e-51
"GO:0003676","nucleic acid binding","MF",4349,771,4.90955131665147e-50
