"","Term","Ont","N","DE","P.DE"
"GO:0050911","detection of chemical stimulus involved in sensory perception of smell","BP",427,264,8.4607098983479e-270
"GO:0004984","olfactory receptor activity","MF",427,264,8.4607098983479e-270
"GO:0007608","sensory perception of smell","BP",454,266,8.51374897820925e-263
"GO:0050907","detection of chemical stimulus involved in sensory perception","BP",477,268,6.37225446474356e-258
"GO:0009593","detection of chemical stimulus","BP",512,270,1.14970916153001e-249
"GO:0007606","sensory perception of chemical stimulus","BP",526,270,2.2452315939961e-245
"GO:0050906","detection of stimulus involved in sensory perception","BP",531,269,2.52122051442858e-242
"GO:0051606","detection of stimulus","BP",691,272,1.31315394032332e-207
"GO:0004930","G protein-coupled receptor activity","MF",866,278,3.75227750010213e-184
"GO:0007600","sensory perception","BP",977,282,9.02317288208058e-173
"GO:0004888","transmembrane signaling receptor activity","MF",1277,284,1.29106855043438e-140
"GO:0007186","G protein-coupled receptor signaling pathway","BP",1371,286,7.84676885588991e-134
"GO:0050877","nervous system process","BP",1437,287,4.73613297319825e-129
"GO:0038023","signaling receptor activity","MF",1484,287,3.65257170271584e-125
"GO:0060089","molecular transducer activity","MF",1538,287,6.85927199445584e-121
"GO:0003008","system process","BP",2216,304,4.1345986749026e-92
"GO:0005549","odorant binding","MF",102,67,1.10099661909039e-68
"GO:0031424","keratinization","BP",224,79,3.51513258052554e-53
"GO:0032501","multicellular organismal process","BP",7751,515,2.22789281276071e-49
"GO:0030216","keratinocyte differentiation","BP",305,85,8.26136984614046e-48
