"","Term","Ont","N","DE","P.DE"
"GO:0050911","detection of chemical stimulus involved in sensory perception of smell","BP",427,135,5.58898163308591e-139
"GO:0004984","olfactory receptor activity","MF",427,135,5.58898163308591e-139
"GO:0050907","detection of chemical stimulus involved in sensory perception","BP",477,139,8.5661451958644e-138
"GO:0007608","sensory perception of smell","BP",454,135,8.10254845353284e-135
"GO:0009593","detection of chemical stimulus","BP",512,139,6.10039722443915e-133
"GO:0007606","sensory perception of chemical stimulus","BP",526,139,4.11476246611459e-131
"GO:0050906","detection of stimulus involved in sensory perception","BP",531,139,1.7918200426702e-130
"GO:0051606","detection of stimulus","BP",691,139,3.70400056301161e-113
"GO:0004930","G protein-coupled receptor activity","MF",866,139,5.86704500550961e-99
"GO:0007600","sensory perception","BP",977,142,3.73051094845057e-95
"GO:0004888","transmembrane signaling receptor activity","MF",1277,141,7.60624223116013e-78
"GO:0050877","nervous system process","BP",1437,143,5.74149052582768e-73
"GO:0007186","G protein-coupled receptor signaling pathway","BP",1371,140,1.10714445349354e-72
"GO:0038023","signaling receptor activity","MF",1484,141,3.96343440996635e-69
"GO:0060089","molecular transducer activity","MF",1538,142,4.76250805405103e-68
"GO:0003008","system process","BP",2216,144,1.81843404147314e-49
"GO:0005549","odorant binding","MF",102,43,3.86206161139035e-49
"GO:0031424","keratinization","BP",224,46,3.22452642635754e-36
"GO:0005882","intermediate filament","CC",214,43,0.00000000000000000000000000000000182547111748373
"GO:0030216","keratinocyte differentiation","BP",305,47,0.000000000000000000000000000000482999211595031
