"","Term","Ont","N","DE","P.DE"
"GO:0005634","nucleus","CC",7932,1837,2.75546450205455e-184
"GO:0003676","nucleic acid binding","MF",4349,1222,1.97663016451223e-169
"GO:0090304","nucleic acid metabolic process","BP",5735,1437,6.33783481810452e-157
"GO:0006139","nucleobase-containing compound metabolic process","BP",6411,1519,7.02817192346643e-144
"GO:0019219","regulation of nucleobase-containing compound metabolic process","BP",4140,1133,2.27984692861456e-143
"GO:0003677","DNA binding","MF",2518,817,1.10193162216462e-141
"GO:0005654","nucleoplasm","CC",3512,1012,5.8768970268474e-141
"GO:0046483","heterocycle metabolic process","BP",6570,1536,3.72276636421338e-140
"GO:1901363","heterocyclic compound binding","MF",6241,1483,6.71661453817961e-140
"GO:0006725","cellular aromatic compound metabolic process","BP",6615,1541,3.25715934090527e-139
"GO:0097159","organic cyclic compound binding","MF",6328,1488,6.59510449737719e-136
"GO:1901360","organic cyclic compound metabolic process","BP",6839,1560,4.01603553228943e-132
"GO:0051252","regulation of RNA metabolic process","BP",3822,1041,7.13439733468104e-127
"GO:0043231","intracellular membrane-bounded organelle","CC",11488,2204,1.0586545051041e-126
"GO:0016070","RNA metabolic process","BP",5206,1281,9.15067904454361e-126
"GO:0034641","cellular nitrogen compound metabolic process","BP",7161,1590,1.06653054470276e-123
"GO:0044424","intracellular part","CC",15063,2608,6.66084988673775e-121
"GO:0005622","intracellular","CC",15073,2608,2.5535260257277e-120
"GO:0043229","intracellular organelle","CC",13294,2407,2.34198075401204e-118
"GO:2000112","regulation of cellular macromolecule biosynthetic process","BP",3998,1050,2.6125907700338e-116
