"","Term","Ont","N","DE","P.DE"
"GO:0050911","detection of chemical stimulus involved in sensory perception of smell","BP",427,248,5.37997900089061e-254
"GO:0004984","olfactory receptor activity","MF",427,248,5.37997900089061e-254
"GO:0007608","sensory perception of smell","BP",454,249,2.87816665554583e-246
"GO:0050907","detection of chemical stimulus involved in sensory perception","BP",477,253,1.94748797586703e-245
"GO:0009593","detection of chemical stimulus","BP",512,254,1.62575147964753e-236
"GO:0007606","sensory perception of chemical stimulus","BP",526,254,1.38419001736853e-232
"GO:0050906","detection of stimulus involved in sensory perception","BP",531,254,3.21838257099214e-231
"GO:0051606","detection of stimulus","BP",691,255,1.25013298237052e-196
"GO:0004930","G protein-coupled receptor activity","MF",866,262,9.19516174933365e-177
"GO:0007600","sensory perception","BP",977,264,3.79685718251808e-164
"GO:0004888","transmembrane signaling receptor activity","MF",1277,268,1.93285787254117e-136
"GO:0007186","G protein-coupled receptor signaling pathway","BP",1371,266,2.7156219762626e-126
"GO:0050877","nervous system process","BP",1437,270,8.51008630076693e-125
"GO:0038023","signaling receptor activity","MF",1484,270,3.83792344228897e-121
"GO:0060089","molecular transducer activity","MF",1538,270,4.01836050513555e-117
"GO:0003008","system process","BP",2216,282,3.3667608988277e-87
"GO:0005549","odorant binding","MF",102,65,5.56696726252709e-68
"GO:0031424","keratinization","BP",224,71,6.2039467807752e-47
"GO:0032501","multicellular organismal process","BP",7751,463,5.73465304707015e-42
"GO:0030216","keratinocyte differentiation","BP",305,76,7.5445292398823e-42
