"","Term","Ont","N","DE","P.DE"
"GO:0050911","detection of chemical stimulus involved in sensory perception of smell","BP",427,255,1.44652072747693e-260
"GO:0004984","olfactory receptor activity","MF",427,255,1.44652072747693e-260
"GO:0050907","detection of chemical stimulus involved in sensory perception","BP",477,260,2.72939255025907e-251
"GO:0007608","sensory perception of smell","BP",454,255,9.57840320228365e-251
"GO:0009593","detection of chemical stimulus","BP",512,261,6.07402920060076e-242
"GO:0050906","detection of stimulus involved in sensory perception","BP",531,261,1.9388429843349e-236
"GO:0007606","sensory perception of chemical stimulus","BP",526,260,2.70261557600395e-236
"GO:0051606","detection of stimulus","BP",691,264,2.93372560262057e-203
"GO:0004930","G protein-coupled receptor activity","MF",866,267,2.96872143100494e-177
"GO:0007600","sensory perception","BP",977,268,3.63770843198518e-163
"GO:0004888","transmembrane signaling receptor activity","MF",1277,270,5.5053862845908e-133
"GO:0007186","G protein-coupled receptor signaling pathway","BP",1371,274,1.33494860336979e-128
"GO:0050877","nervous system process","BP",1437,271,2.36652977537211e-120
"GO:0038023","signaling receptor activity","MF",1484,272,1.25824309666318e-117
"GO:0060089","molecular transducer activity","MF",1538,272,1.31335589219219e-113
"GO:0003008","system process","BP",2216,286,5.76670445965547e-85
"GO:0005549","odorant binding","MF",102,67,3.90493404317263e-70
"GO:0031424","keratinization","BP",224,79,8.13396610801743e-55
"GO:0032501","multicellular organismal process","BP",7751,502,1.66511379480836e-52
"GO:0030216","keratinocyte differentiation","BP",305,85,1.60090047778045e-49
