"","Term","Ont","N","DE","P.DE"
"GO:0050911","detection of chemical stimulus involved in sensory perception of smell","BP",427,251,4.93231083981934e-266
"GO:0004984","olfactory receptor activity","MF",427,251,4.93231083981934e-266
"GO:0007608","sensory perception of smell","BP",454,253,7.10340705787528e-260
"GO:0050907","detection of chemical stimulus involved in sensory perception","BP",477,255,1.17246730574393e-255
"GO:0009593","detection of chemical stimulus","BP",512,257,2.94114537406941e-248
"GO:0007606","sensory perception of chemical stimulus","BP",526,257,3.02337377377968e-244
"GO:0050906","detection of stimulus involved in sensory perception","BP",531,256,3.01353507938588e-241
"GO:0051606","detection of stimulus","BP",691,259,5.64199702285965e-209
"GO:0004930","G protein-coupled receptor activity","MF",866,262,1.34217921256995e-183
"GO:0007600","sensory perception","BP",977,264,5.84319505779963e-171
"GO:0004888","transmembrane signaling receptor activity","MF",1277,267,4.3590437540094e-142
"GO:0007186","G protein-coupled receptor signaling pathway","BP",1371,269,7.25332314428193e-136
"GO:0050877","nervous system process","BP",1437,267,1.81580279398841e-128
"GO:0038023","signaling receptor activity","MF",1484,269,9.25457760434933e-127
"GO:0060089","molecular transducer activity","MF",1538,269,1.03288624179253e-122
"GO:0003008","system process","BP",2216,280,5.18675734278048e-92
"GO:0005549","odorant binding","MF",102,67,5.51268483161112e-73
"GO:0032501","multicellular organismal process","BP",7751,470,1.17169131228128e-54
"GO:0031424","keratinization","BP",224,76,2.14164411506943e-54
"GO:0030216","keratinocyte differentiation","BP",305,81,1.22149215149066e-48
