"","Term","Ont","N","DE","P.DE"
"GO:0086019","cell-cell signaling involved in cardiac conduction","BP",32,3,0.0000259382684225974
"GO:0086091","regulation of heart rate by cardiac conduction","BP",38,3,0.0000437879611733842
"GO:0086002","cardiac muscle cell action potential involved in contraction","BP",56,3,0.00014069972199346
"GO:0086065","cell communication involved in cardiac conduction","BP",56,3,0.00014069972199346
"GO:0086003","cardiac muscle cell contraction","BP",69,3,0.000261678424733453
"GO:0086001","cardiac muscle cell action potential","BP",74,3,0.00032175533491131
"GO:0022832","voltage-gated channel activity","MF",197,4,0.000427152119108181
"GO:0005244","voltage-gated ion channel activity","MF",197,4,0.000427152119108181
"GO:0051899","membrane depolarization","BP",91,3,0.000590404225999679
"GO:0086014","atrial cardiac muscle cell action potential","BP",20,2,0.000590716424723681
"GO:0086066","atrial cardiac muscle cell to AV node cell communication","BP",20,2,0.000590716424723681
"GO:0086026","atrial cardiac muscle cell to AV node cell signaling","BP",20,2,0.000590716424723681
"GO:0034703","cation channel complex","CC",220,4,0.000647091505973679
"GO:0019886","antigen processing and presentation of exogenous peptide antigen via MHC class II","BP",98,3,0.000732780121998711
"GO:0086012","membrane depolarization during cardiac muscle cell action potential","BP",23,2,0.000783906300829265
"GO:0002495","antigen processing and presentation of peptide antigen via MHC class II","BP",101,3,0.000799918028674388
"GO:0002027","regulation of heart rate","BP",101,3,0.000799918028674388
"GO:0002504","antigen processing and presentation of peptide or polysaccharide antigen via MHC class II","BP",102,3,0.000823136652664109
"GO:0070252","actin-mediated cell contraction","BP",116,3,0.0011941929042045
"GO:0086011","membrane repolarization during action potential","BP",31,2,0.00142773440100196
