"","Term","Ont","N","DE","P.DE"
"GO:0050911","detection of chemical stimulus involved in sensory perception of smell","BP",427,252,1.09804204404159e-236
"GO:0004984","olfactory receptor activity","MF",427,252,1.09804204404159e-236
"GO:0007608","sensory perception of smell","BP",454,255,7.45840886510844e-232
"GO:0050907","detection of chemical stimulus involved in sensory perception","BP",477,258,6.94188360999787e-229
"GO:0009593","detection of chemical stimulus","BP",512,260,3.77763376742201e-221
"GO:0007606","sensory perception of chemical stimulus","BP",526,261,1.35186567041241e-218
"GO:0050906","detection of stimulus involved in sensory perception","BP",531,261,3.44059508413722e-217
"GO:0051606","detection of stimulus","BP",691,266,1.04478857959214e-186
"GO:0004930","G protein-coupled receptor activity","MF",866,267,2.30692521760561e-158
"GO:0007600","sensory perception","BP",977,274,7.65562624653533e-151
"GO:0004888","transmembrane signaling receptor activity","MF",1277,272,9.0547786890695e-117
"GO:0007186","G protein-coupled receptor signaling pathway","BP",1371,275,2.45374057984753e-111
"GO:0050877","nervous system process","BP",1437,281,3.86191855408382e-111
"GO:0038023","signaling receptor activity","MF",1484,274,1.18444050412788e-101
"GO:0060089","molecular transducer activity","MF",1538,274,9.44904271737711e-98
"GO:0003008","system process","BP",2216,292,5.96563152563234e-72
"GO:0005549","odorant binding","MF",102,68,2.02349336717008e-67
"GO:0031424","keratinization","BP",224,79,6.65657643158826e-50
"GO:0030216","keratinocyte differentiation","BP",305,84,1.97790617476713e-43
"GO:0006613","cotranslational protein targeting to membrane","BP",109,51,7.05896095337286e-40
