"","Term","Ont","N","DE","P.DE"
"GO:0035372","protein localization to microtubule","BP",16,4,0.0000053431602454362
"GO:0005515","protein binding","MF",11807,115,0.0000124316771932066
"GO:0050794","regulation of cellular process","BP",11022,109,0.0000181307675316429
"GO:0009891","positive regulation of biosynthetic process","BP",2025,32,0.0000439052932135555
"GO:0032989","cellular component morphogenesis","BP",1143,22,0.0000509118807696261
"GO:0009653","anatomical structure morphogenesis","BP",2735,39,0.000054031632407698
"GO:0007160","cell-matrix adhesion","BP",225,9,0.0000555750395282588
"GO:0002543","activation of blood coagulation via clotting cascade","BP",2,2,0.000056868855245144
"GO:0031328","positive regulation of cellular biosynthetic process","BP",1992,31,0.0000789278742882524
"GO:0034332","adherens junction organization","BP",142,7,0.000104869927325562
"GO:0000902","cell morphogenesis","BP",1034,20,0.000107842278400685
"GO:0050789","regulation of biological process","BP",12093,114,0.000109167656586833
"GO:0048505","regulation of timing of cell differentiation","BP",13,3,0.00011488816188627
"GO:0007264","small GTPase mediated signal transduction","BP",571,14,0.000114989059833263
"GO:0005886","plasma membrane","CC",5637,64,0.000141971212509535
"GO:0071944","cell periphery","CC",5756,65,0.000142617530651242
"GO:0040034","regulation of development, heterochronic","BP",14,3,0.000145410306626491
"GO:0010557","positive regulation of macromolecule biosynthetic process","BP",1880,29,0.000163282317569225
"GO:0051094","positive regulation of developmental process","BP",1418,24,0.000166790963567855
"GO:0071393","cellular response to progesterone stimulus","BP",3,2,0.000169757113929075
