"","Term","Ont","N","DE","P.DE"
"GO:0005634","nucleus","CC",7932,1935,9.46539159232963e-205
"GO:0005654","nucleoplasm","CC",3512,1119,2.69900820097079e-183
"GO:0044428","nuclear part","CC",5023,1345,6.20811124464368e-152
"GO:0003676","nucleic acid binding","MF",4349,1221,1.93720350784514e-151
"GO:0031981","nuclear lumen","CC",4594,1261,7.06128137806724e-149
"GO:0043231","intracellular membrane-bounded organelle","CC",11488,2311,5.29746598856978e-140
"GO:0090304","nucleic acid metabolic process","BP",5735,1441,9.48890137035694e-139
"GO:0019219","regulation of nucleobase-containing compound metabolic process","BP",4140,1146,4.34022533946608e-134
"GO:0006139","nucleobase-containing compound metabolic process","BP",6411,1543,1.3598752757132e-133
"GO:0044424","intracellular part","CC",15063,2721,1.87932578602884e-129
"GO:0005622","intracellular","CC",15073,2722,2.07574349915277e-129
"GO:0006725","cellular aromatic compound metabolic process","BP",6615,1565,1.18820147067289e-128
"GO:0046483","heterocycle metabolic process","BP",6570,1557,2.18131168804176e-128
"GO:1901363","heterocyclic compound binding","MF",6241,1496,1.37333092750543e-125
"GO:0044260","cellular macromolecule metabolic process","BP",8352,1827,1.11789528185156e-123
"GO:0097159","organic cyclic compound binding","MF",6328,1505,2.57362444487985e-123
"GO:0043229","intracellular organelle","CC",13294,2499,2.51172120165018e-120
"GO:1901360","organic cyclic compound metabolic process","BP",6839,1579,2.30599431405237e-119
"GO:0003677","DNA binding","MF",2518,790,4.58349928347272e-116
"GO:0034641","cellular nitrogen compound metabolic process","BP",7161,1621,1.836900699952e-115
