"","Term","Ont","N","DE","P.DE"
"GO:0050911","detection of chemical stimulus involved in sensory perception of smell","BP",427,86,1.45167793860651e-74
"GO:0004984","olfactory receptor activity","MF",427,86,1.45167793860651e-74
"GO:0007608","sensory perception of smell","BP",454,86,3.84220424701274e-72
"GO:0050907","detection of chemical stimulus involved in sensory perception","BP",477,86,3.30314044763793e-70
"GO:0009593","detection of chemical stimulus","BP",512,87,9.51674995146003e-69
"GO:0050906","detection of stimulus involved in sensory perception","BP",531,87,2.49673664012456e-67
"GO:0007606","sensory perception of chemical stimulus","BP",526,86,1.99393170901181e-66
"GO:0051606","detection of stimulus","BP",691,90,9.49389466949854e-61
"GO:0004930","G protein-coupled receptor activity","MF",866,89,3.9914923195763e-51
"GO:0007600","sensory perception","BP",977,89,9.88883791326595e-47
"GO:0004888","transmembrane signaling receptor activity","MF",1277,94,1.27669345844408e-41
"GO:0007186","G protein-coupled receptor signaling pathway","BP",1371,95,6.94265571621832e-40
"GO:0050877","nervous system process","BP",1437,97,7.71155491420337e-40
"GO:0038023","signaling receptor activity","MF",1484,95,5.11031778854003e-37
"GO:0060089","molecular transducer activity","MF",1538,95,9.65087681079028e-36
"GO:0005549","odorant binding","MF",102,29,0.0000000000000000000000000000102303297114083
"GO:0003008","system process","BP",2216,99,0.0000000000000000000000000649736862918676
"GO:0032501","multicellular organismal process","BP",7751,185,0.00000000000000000461939921883817
"GO:0042221","response to chemical","BP",4797,130,0.00000000000000408027627758206
"GO:0005882","intermediate filament","CC",214,23,0.0000000000000766616271698761
