"","Term","Ont","N","DE","P.DE"
"GO:0005654","nucleoplasm","CC",3512,501,5.15045744493256e-117
"GO:0005634","nucleus","CC",7932,765,2.49544846570518e-106
"GO:0031981","nuclear lumen","CC",4594,555,1.67693126975244e-101
"GO:0044428","nuclear part","CC",5023,582,2.14761597396495e-100
"GO:0051276","chromosome organization","BP",1230,271,1.85100338487086e-99
"GO:0005694","chromosome","CC",1075,245,1.79349875930172e-92
"GO:0007049","cell cycle","BP",1854,314,5.59326851044698e-85
"GO:0044427","chromosomal part","CC",951,217,2.74999357449567e-81
"GO:0000278","mitotic cell cycle","BP",1017,222,2.59131989076142e-79
"GO:1903047","mitotic cell cycle process","BP",873,204,4.14890457061238e-78
"GO:0070013","intracellular organelle lumen","CC",5740,586,3.41786750919693e-77
"GO:0031974","membrane-enclosed lumen","CC",5740,586,3.41786750919693e-77
"GO:0043233","organelle lumen","CC",5740,586,3.41786750919693e-77
"GO:0022402","cell cycle process","BP",1394,258,1.15438226973408e-76
"GO:0044424","intracellular part","CC",15063,1023,3.95731597725402e-76
"GO:0005622","intracellular","CC",15073,1023,7.16796631835219e-76
"GO:0043231","intracellular membrane-bounded organelle","CC",11488,878,2.02340737390874e-71
"GO:0090304","nucleic acid metabolic process","BP",5735,574,2.71852129108974e-71
"GO:0006139","nucleobase-containing compound metabolic process","BP",6411,613,2.62212379225463e-70
"GO:0043229","intracellular organelle","CC",13294,951,8.11965598458159e-70
