"","Term","Ont","N","DE","P.DE"
"GO:0005634","nucleus","CC",7932,1126,2.61850451393723e-115
"GO:0003677","DNA binding","MF",2518,527,3.22583162388321e-98
"GO:0019219","regulation of nucleobase-containing compound metabolic process","BP",4140,712,3.09254320030127e-95
"GO:0003676","nucleic acid binding","MF",4349,732,6.66767360393643e-94
"GO:0090304","nucleic acid metabolic process","BP",5735,875,9.35167417460552e-94
"GO:0005654","nucleoplasm","CC",3512,633,5.5482688859223e-91
"GO:0006139","nucleobase-containing compound metabolic process","BP",6411,926,3.98744493399842e-87
"GO:0006725","cellular aromatic compound metabolic process","BP",6615,939,2.32252914489845e-84
"GO:0046483","heterocycle metabolic process","BP",6570,934,4.84820195116698e-84
"GO:0034645","cellular macromolecule biosynthetic process","BP",4961,773,4.70669785880519e-83
"GO:0051252","regulation of RNA metabolic process","BP",3822,651,7.82963713224592e-83
"GO:0009059","macromolecule biosynthetic process","BP",5114,783,1.44039171524763e-80
"GO:0044260","cellular macromolecule metabolic process","BP",8352,1085,1.74675531697548e-79
"GO:0034654","nucleobase-containing compound biosynthetic process","BP",4278,693,2.34581161536515e-79
"GO:1901360","organic cyclic compound metabolic process","BP",6839,947,7.32041512902516e-79
"GO:0018130","heterocycle biosynthetic process","BP",4341,697,3.78347623066576e-78
"GO:2000112","regulation of cellular macromolecule biosynthetic process","BP",3998,660,4.17980918215385e-78
"GO:0032774","RNA biosynthetic process","BP",3733,630,1.07953929745479e-77
"GO:0019438","aromatic compound biosynthetic process","BP",4351,697,1.1131618957423e-77
"GO:0097659","nucleic acid-templated transcription","BP",3716,628,1.21922574214726e-77
