"","Term","Ont","N","DE","P.DE"
"GO:0004098","cerebroside-sulfatase activity","MF",1,1,0.000244045294806705
"GO:0004065","arylsulfatase activity","MF",14,1,0.00341230062476872
"GO:0008035","high-density lipoprotein particle binding","MF",15,1,0.00365567947095768
"GO:0008484","sulfuric ester hydrolase activity","MF",17,1,0.00414229451675308
"GO:0071813","lipoprotein particle binding","MF",33,1,0.00802837419951641
"GO:0071814","protein-lipid complex binding","MF",33,1,0.00802837419951641
"GO:0006953","acute-phase response","BP",47,1,0.0114187335147924
"GO:0060135","maternal process involved in female pregnancy","BP",64,1,0.0155231291546817
"GO:0006687","glycosphingolipid metabolic process","BP",66,1,0.016005101570566
"GO:0035578","azurophil granule lumen","CC",91,1,0.0220138458228957
"GO:0043202","lysosomal lumen","CC",95,1,0.0229725147281185
"GO:0005549","odorant binding","MF",102,1,0.0246483762372227
"GO:0006664","glycolipid metabolic process","BP",110,1,0.0265608298218647
"GO:1903509","liposaccharide metabolic process","BP",111,1,0.0267996754323715
"GO:0042157","lipoprotein metabolic process","BP",130,1,0.0313288416847717
"GO:0008203","cholesterol metabolic process","BP",150,1,0.03607815182189
"GO:0042582","azurophil granule","CC",155,1,0.0372625636673873
"GO:0005766","primary lysosome","CC",155,1,0.0372625636673873
"GO:1902652","secondary alcohol metabolic process","BP",155,1,0.0372625636673873
"GO:0006665","sphingolipid metabolic process","BP",159,1,0.0382092546221833
