"","Term","Ont","N","DE","P.DE"
"GO:0098916","anterograde trans-synaptic signaling","BP",703,89,5.73898604134048e-51
"GO:0007268","chemical synaptic transmission","BP",703,89,5.73898604134048e-51
"GO:0099537","trans-synaptic signaling","BP",711,89,1.50875054712463e-50
"GO:0099536","synaptic signaling","BP",717,89,3.08865449004736e-50
"GO:0097458","neuron part","CC",1729,126,2.59784658498201e-46
"GO:0044456","synapse part","CC",938,90,1.92497190006014e-41
"GO:0043005","neuron projection","CC",1312,102,4.48487201261882e-39
"GO:0045202","synapse","CC",1171,96,1.58734660151122e-38
"GO:0007267","cell-cell signaling","BP",1650,105,0.0000000000000000000000000000000133930611583674
"GO:0036477","somatodendritic compartment","CC",843,73,0.00000000000000000000000000000201947567212796
"GO:0030424","axon","CC",606,62,0.00000000000000000000000000000886527059338313
"GO:0098793","presynapse","CC",491,56,0.0000000000000000000000000000253455245130672
"GO:0042995","cell projection","CC",2178,116,0.0000000000000000000000000000336641490519597
"GO:0120025","plasma membrane bounded cell projection","CC",2103,113,0.000000000000000000000000000109080792776769
"GO:0097060","synaptic membrane","CC",432,52,0.000000000000000000000000000222067645357352
"GO:0050804","modulation of chemical synaptic transmission","BP",436,52,0.000000000000000000000000000348030088791766
"GO:0099177","regulation of trans-synaptic signaling","BP",437,52,0.000000000000000000000000000389099726337662
"GO:0098794","postsynapse","CC",613,58,0.0000000000000000000000000440788940349234
"GO:0099504","synaptic vesicle cycle","BP",194,34,0.00000000000000000000000338159523401506
"GO:0097479","synaptic vesicle localization","BP",163,31,0.0000000000000000000000286831054027003
