"","Term","Ont","N","DE","P.DE"
"GO:0030896","checkpoint clamp complex","CC",5,2,0.0000408656450093782
"GO:0072383","plus-end-directed vesicle transport along microtubule","BP",7,2,0.0000855946801210096
"GO:0072386","plus-end-directed organelle transport along microtubule","BP",8,2,0.000113977775752122
"GO:0031984","organelle subcompartment","CC",1711,12,0.000114535002875531
"GO:0012505","endomembrane system","CC",4441,20,0.00017059125611687
"GO:0098588","bounding membrane of organelle","CC",2081,13,0.000177805549337917
"GO:0030176","integral component of endoplasmic reticulum membrane","CC",150,4,0.000248837455011706
"GO:0005789","endoplasmic reticulum membrane","CC",1077,9,0.000274469504516851
"GO:0098827","endoplasmic reticulum subcompartment","CC",1081,9,0.000282125367867275
"GO:0031227","intrinsic component of endoplasmic reticulum membrane","CC",158,4,0.000303340408871521
"GO:0042175","nuclear outer membrane-endoplasmic reticulum membrane network","CC",1099,9,0.000318818630260305
"GO:0031573","intra-S DNA damage checkpoint","BP",15,2,0.00042354165492532
"GO:0000076","DNA replication checkpoint","BP",16,2,0.000483418558091778
"GO:0031090","organelle membrane","CC",2903,14,0.0013538091400948
"GO:0044432","endoplasmic reticulum part","CC",1361,9,0.00148388981430977
"GO:0047747","cholate-CoA ligase activity","MF",1,1,0.0020499804763765
"GO:0061929","gamma-glutamylaminecyclotransferase activity","MF",1,1,0.0020499804763765
"GO:0000823","inositol-1,4,5-trisphosphate 6-kinase activity","MF",1,1,0.0020499804763765
"GO:0000824","inositol tetrakisphosphate 3-kinase activity","MF",1,1,0.0020499804763765
"GO:0047326","inositol tetrakisphosphate 5-kinase activity","MF",1,1,0.0020499804763765
