"","Term","Ont","N","DE","P.DE"
"GO:0050911","detection of chemical stimulus involved in sensory perception of smell","BP",427,57,3.04423415055388e-36
"GO:0004984","olfactory receptor activity","MF",427,57,3.04423415055388e-36
"GO:0007608","sensory perception of smell","BP",454,57,8.99383473270615e-35
"GO:0009593","detection of chemical stimulus","BP",512,59,0.000000000000000000000000000000000664517361967211
"GO:0050907","detection of chemical stimulus involved in sensory perception","BP",477,57,0.00000000000000000000000000000000133966239574434
"GO:0007606","sensory perception of chemical stimulus","BP",526,58,0.0000000000000000000000000000000282530633643198
"GO:0050906","detection of stimulus involved in sensory perception","BP",531,57,0.000000000000000000000000000000431338437964764
"GO:0051606","detection of stimulus","BP",691,60,0.00000000000000000000000000110436587228165
"GO:0004930","G protein-coupled receptor activity","MF",866,62,0.00000000000000000000000454660496894816
"GO:0004888","transmembrane signaling receptor activity","MF",1277,71,0.00000000000000000000350529208657781
"GO:0007600","sensory perception","BP",977,61,0.0000000000000000000122059665890723
"GO:0050877","nervous system process","BP",1437,73,0.000000000000000000149992815609623
"GO:0007186","G protein-coupled receptor signaling pathway","BP",1371,71,0.000000000000000000184928145055954
"GO:0038023","signaling receptor activity","MF",1484,74,0.000000000000000000228797587624743
"GO:0060089","molecular transducer activity","MF",1538,74,0.00000000000000000171470019088254
"GO:0005549","odorant binding","MF",102,20,0.000000000000000121643496812356
"GO:0032501","multicellular organismal process","BP",7751,191,0.00000000000000304813006250617
"GO:0003008","system process","BP",2216,84,0.00000000000000808780743921373
"GO:0005132","type I interferon receptor binding","MF",17,9,0.00000000000113935841942339
"GO:0005886","plasma membrane","CC",5637,146,0.00000000000430215070391322
