"","Term","Ont","N","DE","P.DE"
"GO:0005634","nucleus","CC",7932,2034,5.30479756423963e-159
"GO:0003676","nucleic acid binding","MF",4349,1333,2.26582663792452e-151
"GO:0090304","nucleic acid metabolic process","BP",5735,1577,2.25089497578083e-136
"GO:0019219","regulation of nucleobase-containing compound metabolic process","BP",4140,1251,1.14032607230822e-133
"GO:0005654","nucleoplasm","CC",3512,1117,1.17598285505353e-133
"GO:0003677","DNA binding","MF",2518,889,3.97903867381061e-132
"GO:1901363","heterocyclic compound binding","MF",6241,1649,2.25964032386259e-126
"GO:0006139","nucleobase-containing compound metabolic process","BP",6411,1679,1.19608108530175e-125
"GO:0006725","cellular aromatic compound metabolic process","BP",6615,1710,6.22064815542981e-123
"GO:0097159","organic cyclic compound binding","MF",6328,1656,1.15125059364006e-122
"GO:0046483","heterocycle metabolic process","BP",6570,1701,1.15229116846773e-122
"GO:0044424","intracellular part","CC",15063,3030,6.80587850908936e-120
"GO:0051252","regulation of RNA metabolic process","BP",3822,1153,8.23476398728715e-120
"GO:0005622","intracellular","CC",15073,3030,3.01865427427111e-119
"GO:1901360","organic cyclic compound metabolic process","BP",6839,1734,2.72543696222687e-116
"GO:0043231","intracellular membrane-bounded organelle","CC",11488,2510,2.34345128132893e-114
"GO:0043229","intracellular organelle","CC",13294,2771,2.42811885860533e-111
"GO:0016070","RNA metabolic process","BP",5206,1412,5.26553349055305e-111
"GO:0097659","nucleic acid-templated transcription","BP",3716,1108,4.69508975293151e-110
"GO:0032774","RNA biosynthetic process","BP",3733,1111,8.2600293310646e-110
