"","Term","Ont","N","DE","P.DE"
"GO:0044424","intracellular part","CC",15063,2313,2.3586242846979e-134
"GO:0005622","intracellular","CC",15073,2313,8.5134138925418e-134
"GO:0043229","intracellular organelle","CC",13294,2147,3.52198783345834e-131
"GO:0043231","intracellular membrane-bounded organelle","CC",11488,1933,1.06186823043762e-117
"GO:0005654","nucleoplasm","CC",3512,869,6.06097256989988e-115
"GO:0043226","organelle","CC",14144,2192,2.27819554101954e-111
"GO:0044446","intracellular organelle part","CC",9811,1720,2.77589086083021e-108
"GO:0043227","membrane-bounded organelle","CC",13019,2060,3.17249858000046e-101
"GO:0044422","organelle part","CC",10112,1734,2.3608630903091e-99
"GO:0005634","nucleus","CC",7932,1443,1.07789107791907e-90
"GO:0044428","nuclear part","CC",5023,1043,1.27746538568005e-89
"GO:0044260","cellular macromolecule metabolic process","BP",8352,1488,1.73077730858788e-87
"GO:0031981","nuclear lumen","CC",4594,974,2.99868018078156e-87
"GO:0003676","nucleic acid binding","MF",4349,925,2.62368158980326e-82
"GO:0070013","intracellular organelle lumen","CC",5740,1116,1.47397401065132e-78
"GO:0031974","membrane-enclosed lumen","CC",5740,1116,1.47397401065132e-78
"GO:0043233","organelle lumen","CC",5740,1116,1.47397401065132e-78
"GO:0006996","organelle organization","BP",3885,835,1.52382143878543e-74
"GO:0044237","cellular metabolic process","BP",11301,1800,3.63927387981352e-72
"GO:0034641","cellular nitrogen compound metabolic process","BP",7161,1287,5.48614642773536e-71
