"","Term","Ont","N","DE","P.DE"
"GO:0070934","CRD-mediated mRNA stabilization","BP",5,2,0.0000142625712698538
"GO:1902494","catalytic complex","CC",1370,9,0.0000199569367911533
"GO:0070937","CRD-mediated mRNA stability complex","CC",6,2,0.0000213778468009843
"GO:0032991","protein-containing complex","CC",6151,17,0.0000986683906793023
"GO:1903312","negative regulation of mRNA metabolic process","BP",79,3,0.00011937790697486
"GO:0003727","single-stranded RNA binding","MF",95,3,0.000206278486803877
"GO:1990234","transferase complex","CC",779,6,0.000282309535517232
"GO:0008143","poly(A) binding","MF",24,2,0.000388090219783392
"GO:0000132","establishment of mitotic spindle orientation","BP",29,2,0.000568755984371429
"GO:0030010","establishment of cell polarity","BP",135,3,0.00057867688900683
"GO:0070717","poly-purine tract binding","MF",30,2,0.000608926009621504
"GO:0031941","filamentous actin","CC",32,2,0.000693278361451891
"GO:0040001","establishment of mitotic spindle localization","BP",33,2,0.000737454567686231
"GO:0016601","Rac protein signal transduction","BP",34,2,0.000782960055511245
"GO:0098687","chromosomal region","CC",349,4,0.000788827472682636
"GO:0044427","chromosomal part","CC",951,6,0.000815488406615389
"GO:0051294","establishment of spindle orientation","BP",35,2,0.000829791777156558
"GO:0004842","ubiquitin-protein transferase activity","MF",382,4,0.0011035810946225
"GO:0033679","3'-5' DNA/RNA helicase activity","MF",1,1,0.00122022647403353
"GO:1990859","cellular response to endothelin","BP",1,1,0.00122022647403353
