"","Term","Ont","N","DE","P.DE"
"GO:0050911","detection of chemical stimulus involved in sensory perception of smell","BP",427,261,5.13760913502757e-259
"GO:0004984","olfactory receptor activity","MF",427,261,5.13760913502757e-259
"GO:0007608","sensory perception of smell","BP",454,263,3.76628510815466e-252
"GO:0050907","detection of chemical stimulus involved in sensory perception","BP",477,266,5.58635572677637e-249
"GO:0009593","detection of chemical stimulus","BP",512,268,8.17744041287741e-241
"GO:0007606","sensory perception of chemical stimulus","BP",526,268,1.39056414705194e-236
"GO:0050906","detection of stimulus involved in sensory perception","BP",531,267,1.37130660316879e-233
"GO:0051606","detection of stimulus","BP",691,271,1.22176639601955e-200
"GO:0004930","G protein-coupled receptor activity","MF",866,276,4.20347145407439e-176
"GO:0007600","sensory perception","BP",977,279,1.0413660240068e-163
"GO:0004888","transmembrane signaling receptor activity","MF",1277,280,3.01218750519485e-131
"GO:0007186","G protein-coupled receptor signaling pathway","BP",1371,283,1.49244083164957e-125
"GO:0050877","nervous system process","BP",1437,285,8.96008281548261e-122
"GO:0038023","signaling receptor activity","MF",1484,282,2.57758019057155e-115
"GO:0060089","molecular transducer activity","MF",1538,282,3.45713158415899e-111
"GO:0003008","system process","BP",2216,302,2.15103102823683e-85
"GO:0005549","odorant binding","MF",102,67,1.91403041424963e-67
"GO:0031424","keratinization","BP",224,80,6.27945559250671e-53
"GO:0030216","keratinocyte differentiation","BP",305,86,2.39691605285658e-47
"GO:0032501","multicellular organismal process","BP",7751,525,4.260354150221e-46
