"","Term","Ont","N","DE","P.DE"
"GO:0005515","protein binding","MF",11807,69,0.0000165684049550002
"GO:0007018","microtubule-based movement","BP",283,8,0.0000272959096590812
"GO:0072384","organelle transport along microtubule","BP",85,5,0.0000308714790498044
"GO:0005875","microtubule associated complex","CC",152,6,0.0000465006988958141
"GO:0008092","cytoskeletal protein binding","MF",977,14,0.0000600511810455297
"GO:0015631","tubulin binding","MF",336,8,0.0000912950658207937
"GO:0005488","binding","MF",15267,79,0.000113501194158461
"GO:0044424","intracellular part","CC",15063,78,0.000174119348523551
"GO:0090724","central region of growth cone","CC",5,2,0.000176779528349269
"GO:0005622","intracellular","CC",15073,78,0.000180554375794275
"GO:0043229","intracellular organelle","CC",13294,72,0.000183048087875626
"GO:0046907","intracellular transport","BP",1847,19,0.000226678633795415
"GO:0060632","regulation of microtubule-based movement","BP",29,3,0.000249495746160653
"GO:0000981","DNA-binding transcription factor activity, RNA polymerase II-specific","MF",1600,17,0.000354604927819534
"GO:0016197","endosomal transport","BP",224,6,0.000385853686832817
"GO:0051219","phosphoprotein binding","MF",83,4,0.00043164906707898
"GO:0043227","membrane-bounded organelle","CC",13019,70,0.000468588655459158
"GO:0099111","microtubule-based transport","BP",161,5,0.000619226846298072
"GO:0010970","transport along microtubule","BP",161,5,0.000619226846298072
"GO:0008017","microtubule binding","MF",246,6,0.000632420322919424
