"","Term","Ont","N","DE","P.DE"
"GO:0005654","nucleoplasm","CC",3512,394,2.363447859505e-54
"GO:0044428","nuclear part","CC",5023,482,2.1927837272546e-48
"GO:0031981","nuclear lumen","CC",4594,447,2.30680916952521e-45
"GO:0005634","nucleus","CC",7932,645,1.35153242091946e-44
"GO:0005622","intracellular","CC",15073,981,3.12372425379268e-43
"GO:0044424","intracellular part","CC",15063,980,6.54522289316107e-43
"GO:0006139","nucleobase-containing compound metabolic process","BP",6411,551,5.01283455418854e-42
"GO:0003676","nucleic acid binding","MF",4349,419,1.44863587776623e-40
"GO:0090304","nucleic acid metabolic process","BP",5735,506,2.1680531604595e-40
"GO:0034641","cellular nitrogen compound metabolic process","BP",7161,590,2.60712579704843e-40
"GO:0070013","intracellular organelle lumen","CC",5740,506,2.81242325788991e-40
"GO:0031974","membrane-enclosed lumen","CC",5740,506,2.81242325788991e-40
"GO:0043233","organelle lumen","CC",5740,506,2.81242325788991e-40
"GO:0006725","cellular aromatic compound metabolic process","BP",6615,558,3.54476785709271e-40
"GO:0046483","heterocycle metabolic process","BP",6570,554,1.10552192127119e-39
"GO:0043231","intracellular membrane-bounded organelle","CC",11488,812,3.61916230608972e-38
"GO:1901360","organic cyclic compound metabolic process","BP",6839,562,5.90840945959994e-37
"GO:0044446","intracellular organelle part","CC",9811,724,1.07274694914338e-36
"GO:0043229","intracellular organelle","CC",13294,888,5.22159810322304e-35
"GO:1901363","heterocyclic compound binding","MF",6241,521,6.60469686308025e-35
