"","Term","Ont","N","DE","P.DE"
"GO:0005515","protein binding","MF",11807,132,0.00000000192324057022726
"GO:0034329","cell junction assembly","BP",241,11,0.00000451259782213465
"GO:0048518","positive regulation of biological process","BP",6254,77,0.0000118524781662405
"GO:0005488","binding","MF",15267,146,0.0000142862020979399
"GO:0032502","developmental process","BP",6411,78,0.0000157010626007823
"GO:0048856","anatomical structure development","BP",5988,74,0.0000181596914464188
"GO:0048522","positive regulation of cellular process","BP",5490,69,0.0000250747638861641
"GO:0034330","cell junction organization","BP",290,11,0.0000255904565258844
"GO:0048869","cellular developmental process","BP",4431,59,0.0000260431201724109
"GO:0050794","regulation of cellular process","BP",11022,115,0.0000319169617279378
"GO:0022604","regulation of cell morphogenesis","BP",484,14,0.0000417032593409552
"GO:0030154","cell differentiation","BP",4239,56,0.0000593553307622333
"GO:1901187","regulation of ephrin receptor signaling pathway","BP",2,2,0.0000652550458803724
"GO:0071944","cell periphery","CC",5756,70,0.0000657505077638463
"GO:0010810","regulation of cell-substrate adhesion","BP",215,9,0.0000666058294135391
"GO:0019899","enzyme binding","MF",2217,35,0.0000810782953273711
"GO:0045787","positive regulation of cell cycle","BP",389,12,0.0000817296725561319
"GO:0051128","regulation of cellular component organization","BP",2507,38,0.0000892772548246349
"GO:0007275","multicellular organism development","BP",5491,67,0.0000966904323750319
"GO:0051099","positive regulation of binding","BP",179,8,0.000108289452613288
