"","Term","Ont","N","DE","P.DE"
"GO:0050911","detection of chemical stimulus involved in sensory perception of smell","BP",427,242,1.03025565957481e-257
"GO:0004984","olfactory receptor activity","MF",427,242,1.03025565957481e-257
"GO:0007608","sensory perception of smell","BP",454,243,2.38880500563709e-250
"GO:0050907","detection of chemical stimulus involved in sensory perception","BP",477,246,2.97234027120658e-248
"GO:0009593","detection of chemical stimulus","BP",512,247,9.33656376828041e-240
"GO:0007606","sensory perception of chemical stimulus","BP",526,247,5.81328868112218e-236
"GO:0050906","detection of stimulus involved in sensory perception","BP",531,247,1.21413973697182e-234
"GO:0051606","detection of stimulus","BP",691,249,1.24775385123784e-202
"GO:0004930","G protein-coupled receptor activity","MF",866,254,3.54739704867084e-181
"GO:0007600","sensory perception","BP",977,256,4.54885192205252e-169
"GO:0004888","transmembrane signaling receptor activity","MF",1277,261,2.23720959976205e-143
"GO:0007186","G protein-coupled receptor signaling pathway","BP",1371,260,2.9579540650699e-134
"GO:0038023","signaling receptor activity","MF",1484,263,2.04602662471847e-128
"GO:0050877","nervous system process","BP",1437,259,5.29483721945933e-128
"GO:0060089","molecular transducer activity","MF",1538,263,1.94844761295584e-124
"GO:0003008","system process","BP",2216,271,3.61097287157433e-92
"GO:0005549","odorant binding","MF",102,63,9.62088987720295e-68
"GO:0031424","keratinization","BP",224,75,4.09349254861613e-55
"GO:0032501","multicellular organismal process","BP",7751,438,5.59061008962397e-49
"GO:0030216","keratinocyte differentiation","BP",305,78,1.88528354596918e-47
