"","Term","Ont","N","DE","P.DE"
"GO:0050911","detection of chemical stimulus involved in sensory perception of smell","BP",427,141,2.67595748819809e-159
"GO:0004984","olfactory receptor activity","MF",427,141,2.67595748819809e-159
"GO:0050907","detection of chemical stimulus involved in sensory perception","BP",477,144,1.72405064997138e-156
"GO:0007608","sensory perception of smell","BP",454,141,7.08578069711941e-155
"GO:0009593","detection of chemical stimulus","BP",512,144,2.19574229972319e-151
"GO:0050906","detection of stimulus involved in sensory perception","BP",531,145,1.90573146135305e-150
"GO:0007606","sensory perception of chemical stimulus","BP",526,144,1.84473479700169e-149
"GO:0051606","detection of stimulus","BP",691,145,4.64610831289909e-132
"GO:0004930","G protein-coupled receptor activity","MF",866,144,1.44604172960609e-115
"GO:0007600","sensory perception","BP",977,146,2.09386176027145e-110
"GO:0004888","transmembrane signaling receptor activity","MF",1277,146,2.71332008704344e-93
"GO:0007186","G protein-coupled receptor signaling pathway","BP",1371,146,7.27659529799006e-89
"GO:0050877","nervous system process","BP",1437,146,5.85823278410826e-86
"GO:0038023","signaling receptor activity","MF",1484,146,5.55837220436978e-84
"GO:0060089","molecular transducer activity","MF",1538,146,8.49756689535114e-82
"GO:0003008","system process","BP",2216,147,4.09986531670704e-61
"GO:0005549","odorant binding","MF",102,43,9.22066680661143e-52
"GO:0032501","multicellular organismal process","BP",7751,229,1.07045976342547e-39
"GO:0031424","keratinization","BP",224,43,4.31498174773791e-35
"GO:0005882","intermediate filament","CC",214,41,0.0000000000000000000000000000000019165107455547
