"","Term","Ont","N","DE","P.DE"
"GO:0005654","nucleoplasm","CC",3512,409,1.63615024209139e-69
"GO:0005634","nucleus","CC",7932,668,4.68156978804435e-67
"GO:0003676","nucleic acid binding","MF",4349,456,8.68909812647997e-65
"GO:0044428","nuclear part","CC",5023,494,1.39961194352668e-62
"GO:0034641","cellular nitrogen compound metabolic process","BP",7161,616,7.50452872391459e-62
"GO:0031981","nuclear lumen","CC",4594,463,1.52389205723509e-60
"GO:0090304","nucleic acid metabolic process","BP",5735,529,6.54243969287994e-59
"GO:0006139","nucleobase-containing compound metabolic process","BP",6411,566,5.1941510983005e-58
"GO:1901363","heterocyclic compound binding","MF",6241,555,2.08172704543532e-57
"GO:0046483","heterocycle metabolic process","BP",6570,573,3.93576405952195e-57
"GO:0097159","organic cyclic compound binding","MF",6328,556,1.20765838155823e-55
"GO:0006725","cellular aromatic compound metabolic process","BP",6615,572,1.44011761208142e-55
"GO:1901360","organic cyclic compound metabolic process","BP",6839,579,3.41695523035189e-53
"GO:0043231","intracellular membrane-bounded organelle","CC",11488,805,2.74675343714569e-51
"GO:0070013","intracellular organelle lumen","CC",5740,509,5.83198638839387e-50
"GO:0031974","membrane-enclosed lumen","CC",5740,509,5.83198638839387e-50
"GO:0043233","organelle lumen","CC",5740,509,5.83198638839387e-50
"GO:0044271","cellular nitrogen compound biosynthetic process","BP",5029,466,1.15356398729179e-49
"GO:0009059","macromolecule biosynthetic process","BP",5114,471,1.33176662670038e-49
"GO:0034645","cellular macromolecule biosynthetic process","BP",4961,461,2.71588975757444e-49
