"","Term","Ont","N","DE","P.DE"
"GO:0005654","nucleoplasm","CC",3512,381,7.75192471640858e-70
"GO:0044424","intracellular part","CC",15063,869,2.94431354541044e-59
"GO:0005622","intracellular","CC",15073,869,4.7914853543722e-59
"GO:0043231","intracellular membrane-bounded organelle","CC",11488,745,3.8502607594138e-57
"GO:0031981","nuclear lumen","CC",4594,421,7.60565197687516e-57
"GO:0044428","nuclear part","CC",5023,443,7.29950552575566e-56
"GO:0043229","intracellular organelle","CC",13294,801,1.23670007633464e-51
"GO:0043227","membrane-bounded organelle","CC",13019,786,8.71742345087528e-49
"GO:0044446","intracellular organelle part","CC",9811,659,1.26944551870621e-48
"GO:0005634","nucleus","CC",7932,573,6.09037460489411e-48
"GO:0043226","organelle","CC",14144,820,4.56353783320168e-46
"GO:0070013","intracellular organelle lumen","CC",5740,458,2.76730999474863e-45
"GO:0031974","membrane-enclosed lumen","CC",5740,458,2.76730999474863e-45
"GO:0043233","organelle lumen","CC",5740,458,2.76730999474863e-45
"GO:0044422","organelle part","CC",10112,663,9.84414529320393e-45
"GO:0005515","protein binding","MF",11807,726,6.34208333935888e-42
"GO:0044260","cellular macromolecule metabolic process","BP",8352,575,1.07268131847672e-40
"GO:0044451","nucleoplasm part","CC",1126,159,2.71732605267376e-39
"GO:0006139","nucleobase-containing compound metabolic process","BP",6411,471,9.85604413514078e-37
"GO:0003676","nucleic acid binding","MF",4349,359,1.36666247353982e-35
