"","Term","Ont","N","DE","P.DE"
"GO:0005488","binding","MF",15267,1257,0.00000000000000000000000213660627450038
"GO:0003700","DNA-binding transcription factor activity","MF",1699,232,0.000000000000000000000146536775957033
"GO:0046872","metal ion binding","MF",4189,454,0.000000000000000000000203253456017305
"GO:0003674","molecular_function","MF",17697,1388,0.000000000000000000000545566311966908
"GO:0000981","DNA-binding transcription factor activity, RNA polymerase II-specific","MF",1600,219,0.00000000000000000000211909641860913
"GO:0043169","cation binding","MF",4279,457,0.0000000000000000000029090918045554
"GO:0003677","DNA binding","MF",2518,300,0.0000000000000000000717918657552653
"GO:0043167","ion binding","MF",6218,600,0.00000000000000000243235945367286
"GO:0140110","transcription regulator activity","MF",2053,251,0.00000000000000000657635305571055
"GO:0044260","cellular macromolecule metabolic process","BP",8352,753,0.000000000000000149684628945735
"GO:0043227","membrane-bounded organelle","CC",13019,1082,0.000000000000000173913230147505
"GO:0044424","intracellular part","CC",15063,1214,0.000000000000000378674782993481
"GO:0005622","intracellular","CC",15073,1214,0.000000000000000534300092437722
"GO:0043231","intracellular membrane-bounded organelle","CC",11488,970,0.00000000000000509107250761486
"GO:0043226","organelle","CC",14144,1149,0.00000000000000700269163396793
"GO:0043229","intracellular organelle","CC",13294,1090,0.0000000000000237406810198586
"GO:1901363","heterocyclic compound binding","MF",6241,580,0.0000000000000543878346181487
"GO:0097159","organic cyclic compound binding","MF",6328,584,0.000000000000169761363113741
"GO:0080090","regulation of primary metabolic process","BP",6233,576,0.000000000000226442276214564
"GO:0051171","regulation of nitrogen compound metabolic process","BP",6063,562,0.000000000000327728862258787
