"","Term","Ont","N","DE","P.DE"
"GO:0050911","detection of chemical stimulus involved in sensory perception of smell","BP",427,252,9.28778840380068e-253
"GO:0004984","olfactory receptor activity","MF",427,252,9.28778840380068e-253
"GO:0007608","sensory perception of smell","BP",454,254,1.91564194267245e-246
"GO:0050907","detection of chemical stimulus involved in sensory perception","BP",477,256,4.46270317313569e-242
"GO:0009593","detection of chemical stimulus","BP",512,258,1.5609029162882e-234
"GO:0007606","sensory perception of chemical stimulus","BP",526,258,1.59156002812564e-230
"GO:0050906","detection of stimulus involved in sensory perception","BP",531,257,1.33314896581089e-227
"GO:0051606","detection of stimulus","BP",691,261,1.50136779399296e-196
"GO:0004930","G protein-coupled receptor activity","MF",866,264,5.37905328869569e-171
"GO:0007600","sensory perception","BP",977,268,1.54494191242737e-160
"GO:0004888","transmembrane signaling receptor activity","MF",1277,269,1.83341651446217e-129
"GO:0007186","G protein-coupled receptor signaling pathway","BP",1371,270,2.91315514815698e-122
"GO:0050877","nervous system process","BP",1437,274,1.31896777808784e-120
"GO:0038023","signaling receptor activity","MF",1484,272,3.94196587004424e-115
"GO:0060089","molecular transducer activity","MF",1538,272,3.92745790501558e-111
"GO:0003008","system process","BP",2216,291,3.77995258540174e-86
"GO:0005549","odorant binding","MF",102,68,2.99704554596301e-71
"GO:0031424","keratinization","BP",224,73,2.91242809597711e-47
"GO:0032501","multicellular organismal process","BP",7751,495,1.86852147249839e-45
"GO:0030216","keratinocyte differentiation","BP",305,79,8.60924478577154e-43
