"","Term","Ont","N","DE","P.DE"
"GO:0043231","intracellular membrane-bounded organelle","CC",11488,939,1.37940896960935e-37
"GO:0043229","intracellular organelle","CC",13294,1039,3.20327239101514e-37
"GO:0044424","intracellular part","CC",15063,1129,9.90152753453513e-37
"GO:0005622","intracellular","CC",15073,1129,1.59831260957736e-36
"GO:0005654","nucleoplasm","CC",3512,397,9.47860856157937e-36
"GO:0043226","organelle","CC",14144,1075,0.00000000000000000000000000000000078622632642165
"GO:0003676","nucleic acid binding","MF",4349,454,0.00000000000000000000000000000000409699484693239
"GO:0044391","ribosomal subunit","CC",190,66,0.0000000000000000000000000000000689967749147925
"GO:0043227","membrane-bounded organelle","CC",13019,1008,0.000000000000000000000000000000128950532322312
"GO:0044260","cellular macromolecule metabolic process","BP",8352,723,0.00000000000000000000000000000233073120288747
"GO:0034645","cellular macromolecule biosynthetic process","BP",4961,486,0.0000000000000000000000000000606445602582301
"GO:0009059","macromolecule biosynthetic process","BP",5114,494,0.000000000000000000000000000493680638591634
"GO:0044271","cellular nitrogen compound biosynthetic process","BP",5029,486,0.00000000000000000000000000173963221154054
"GO:0003735","structural constituent of ribosome","MF",202,63,0.00000000000000000000000000179084045004373
"GO:0005634","nucleus","CC",7932,682,0.0000000000000000000000000143708616636112
"GO:0005840","ribosome","CC",272,72,0.0000000000000000000000000270814956681157
"GO:0005488","binding","MF",15267,1111,0.0000000000000000000000000715557838662933
"GO:0000184","nuclear-transcribed mRNA catabolic process, nonsense-mediated decay","BP",120,47,0.000000000000000000000000106320423510826
"GO:0015934","large ribosomal subunit","CC",121,47,0.000000000000000000000000163483686921383
"GO:1901363","heterocyclic compound binding","MF",6241,564,0.000000000000000000000000210432075276121
