File Name,TUCR.Run.20190912 (CELLFRAC U44.U48.GAPDH.PPIA.110.193.62.427) (A172).pcrd,,,,,,
Created By User,admin,,,,,,
Notes,,,,,,,
ID,,,,,,,
Run Started,09/12/2019 21:35:29 UTC,,,,,,
Run Ended,09/12/2019 23:48:11 UTC,,,,,,
Sample Vol,20,,,,,,
Lid Temp,105,,,,,,
Protocol File Name,qPCR Protocol (TUCRs).prcl,,,,,,
Plate Setup File Name,TUCR Cell Frac A172.pltd,,,,,,
Base Serial Number,BR004664,,,,,,
Optical Head Serial Number,788BR04573,,,,,,
CFX Manager Version,3.1.1517.0823. ,,,,,,
,,,,,,,
Well group,All Wells,,,,,,
Amplification step,3,,,,,,
Melt step,7,,,,,,
,,,,,,,
,,,,,,,
Well,Fluor,Target,Content,Sample,Cq,Starting Quantity (SQ),End RFU
A01,SYBR,U44,Unkn,A172 NF,31.252269466151,NaN,1268.88981410239
A02,SYBR,U44,Unkn,A172 NF,28.7998159788235,NaN,1776.91900367531
A03,SYBR,U44,Unkn,A172 NF,26.4787078456817,NaN,2253.77221772224
A04,SYBR,U48,Unkn,A172 NF,24.6994209739738,NaN,1677.95614539442
A05,SYBR,U48,Unkn,A172 NF,23.4180278474091,NaN,2396.50941823619
A06,SYBR,U48,Unkn,A172 NF,23.1498923700617,NaN,2186.80413384191
A07,SYBR,uc.110,Unkn,A172 NF,30.5106734654272,NaN,2514.60521071807
A08,SYBR,uc.110,Unkn,A172 NF,28.3787734047562,NaN,3402.51566839582
A09,SYBR,uc.110,Unkn,A172 NF,27.0991849522634,NaN,3483.45114204436
A10,SYBR,uc.193,Unkn,A172 NF,29.3297152492708,NaN,2668.97106853674
A11,SYBR,uc.193,Unkn,A172 NF,25.9119051862876,NaN,3325.19584364798
A12,SYBR,uc.193,Unkn,A172 NF,25.3387116482294,NaN,2923.15704744739
B01,SYBR,U44,Unkn,A172 CF,30.3449330242018,NaN,1638.14447433221
B02,SYBR,U44,Unkn,A172 CF,30.1585065065812,NaN,1669.05166560329
B03,SYBR,U44,Unkn,A172 CF,29.9875067895699,NaN,2005.61670200785
B04,SYBR,U48,Unkn,A172 CF,27.2342286229377,NaN,1728.39394412866
B05,SYBR,U48,Unkn,A172 CF,27.8050027318685,NaN,1161.301821146
B06,SYBR,U48,Unkn,A172 CF,27.6934814918566,NaN,1252.71595211677
B07,SYBR,uc.110,Unkn,A172 CF,26.3261445873461,NaN,3551.6925471681
B08,SYBR,uc.110,Unkn,A172 CF,26.1183006212932,NaN,2710.36562752302
B09,SYBR,uc.110,Unkn,A172 CF,26.1962198259785,NaN,2292.18451012563
B10,SYBR,uc.193,Unkn,A172 CF,27.0947735268082,NaN,2107.72728461444
B11,SYBR,uc.193,Unkn,A172 CF,26.9558327936414,NaN,2201.81428792347
B12,SYBR,uc.193,Unkn,A172 CF,26.7610614657681,NaN,2390.74664564309
C01,SYBR,GAPDH,Unkn,A172 NF,17.2619238200927,NaN,3147.97523010269
C02,SYBR,GAPDH,Unkn,A172 NF,16.7933535917194,NaN,3086.36272179115
C03,SYBR,GAPDH,Unkn,A172 NF,16.7618519993303,NaN,3027.02160715215
C04,SYBR,PPIA,Unkn,A172 NF,15.7113652714292,NaN,3228.25865510062
C05,SYBR,PPIA,Unkn,A172 NF,15.5754024024766,NaN,2951.56196731714
C06,SYBR,PPIA,Unkn,A172 NF,15.6091154980207,NaN,2857.99349628949
C07,SYBR,uc.62,Unkn,A172 NF,33.7166441698074,NaN,1453.70274441127
C08,SYBR,uc.62,Unkn,A172 NF,32.4582243598841,NaN,1828.0419574706
C09,SYBR,uc.62,Unkn,A172 NF,31.2926478647027,NaN,1758.76302710757
C10,SYBR,uc.427,Unkn,A172 NF,29.4276634094553,NaN,2380.70499965533
C11,SYBR,uc.427,Unkn,A172 NF,29.1345496560881,NaN,2703.34725309466
C12,SYBR,uc.427,Unkn,A172 NF,29.1872653576404,NaN,2520.94668954129
D01,SYBR,GAPDH,Unkn,A172 CF,17.2436608370726,NaN,2712.86071893737
D02,SYBR,GAPDH,Unkn,A172 CF,17.246984330544,NaN,2501.69981572762
D03,SYBR,GAPDH,Unkn,A172 CF,17.199810559661,NaN,2536.18942926945
D04,SYBR,PPIA,Unkn,A172 CF,15.2001489088971,NaN,2877.30836067351
D05,SYBR,PPIA,Unkn,A172 CF,15.3950587637898,NaN,2585.04659234492
D06,SYBR,PPIA,Unkn,A172 CF,15.3883396519055,NaN,2807.18247402402
D07,SYBR,uc.62,Unkn,A172 CF,34.426764305239,NaN,860.15789408013
D08,SYBR,uc.62,Unkn,A172 CF,32.3810884827263,NaN,1553.62631021316
D09,SYBR,uc.62,Unkn,A172 CF,34.1535873166724,NaN,1117.54700190984
D10,SYBR,uc.427,Unkn,A172 CF,31.901530956205,NaN,1967.42912759718
D11,SYBR,uc.427,Unkn,A172 CF,32.6963381874115,NaN,1815.1427680834
D12,SYBR,uc.427,Unkn,A172 CF,NaN,NaN,-2.23431859352604
E01,SYBR,DEAD,Unkn,DEAD,NaN,NaN,-4.76367768825403
E02,SYBR,DEAD,Unkn,DEAD,NaN,NaN,-4.17534337159295
E03,SYBR,DEAD,Unkn,DEAD,NaN,NaN,-3.74262022353114
E04,SYBR,DEAD,Unkn,DEAD,NaN,NaN,-3.28073587811841
E05,SYBR,DEAD,Unkn,DEAD,NaN,NaN,-2.89266491856615
E06,SYBR,DEAD,Unkn,DEAD,NaN,NaN,-2.39815659874348
E07,SYBR,DEAD,Unkn,DEAD,NaN,NaN,-3.24833700663576
E08,SYBR,DEAD,Unkn,DEAD,NaN,NaN,-2.76045864107209
E09,SYBR,DEAD,Unkn,DEAD,NaN,NaN,-2.19901818311309
E10,SYBR,DEAD,Unkn,DEAD,NaN,NaN,-2.48259050040288
E11,SYBR,DEAD,Unkn,DEAD,NaN,NaN,-1.81991808761386
E12,SYBR,DEAD,Unkn,DEAD,NaN,NaN,-0.864192477538836
F01,SYBR,DEAD,Unkn,DEAD,NaN,NaN,-4.37253810258271
F02,SYBR,DEAD,Unkn,DEAD,NaN,NaN,-3.89881081985359
F03,SYBR,DEAD,Unkn,DEAD,NaN,NaN,-2.70814295650716
F04,SYBR,DEAD,Unkn,DEAD,NaN,NaN,-3.43860651162913
F05,SYBR,DEAD,Unkn,DEAD,NaN,NaN,-2.758210305789
F06,SYBR,DEAD,Unkn,DEAD,NaN,NaN,-3.27948293863737
F07,SYBR,DEAD,Unkn,DEAD,NaN,NaN,-3.35334432131185
F08,SYBR,DEAD,Unkn,DEAD,NaN,NaN,-2.69612393328471
F09,SYBR,DEAD,Unkn,DEAD,NaN,NaN,-2.51563440043838
F10,SYBR,DEAD,Unkn,DEAD,NaN,NaN,-1.13554329151411
F11,SYBR,DEAD,Unkn,DEAD,NaN,NaN,-2.50156598794811
F12,SYBR,DEAD,Unkn,DEAD,NaN,NaN,-1.75716425092978
G01,SYBR,DEAD,Unkn,DEAD,NaN,NaN,-3.27351582306483
G02,SYBR,DEAD,Unkn,DEAD,NaN,NaN,-3.08725752972969
G03,SYBR,DEAD,Unkn,DEAD,NaN,NaN,-2.65572508498008
G04,SYBR,DEAD,Unkn,DEAD,NaN,NaN,-2.50637918551674
G05,SYBR,DEAD,Unkn,DEAD,NaN,NaN,-3.56917611104336
G06,SYBR,DEAD,Unkn,DEAD,NaN,NaN,-1.53730936494703
G07,SYBR,DEAD,Unkn,DEAD,NaN,NaN,-3.97077670404415
G08,SYBR,DEAD,Unkn,DEAD,NaN,NaN,-1.35849442035633
G09,SYBR,DEAD,Unkn,DEAD,NaN,NaN,-2.0901294612012
G10,SYBR,DEAD,Unkn,DEAD,NaN,NaN,-2.19406215332083
G11,SYBR,DEAD,Unkn,DEAD,NaN,NaN,-3.85914247779629
G12,SYBR,DEAD,Unkn,DEAD,NaN,NaN,-2.30850926821877
H01,SYBR,DEAD,Unkn,DEAD,NaN,NaN,-4.09502795993494
H02,SYBR,DEAD,Unkn,DEAD,NaN,NaN,-3.58117262923142
H03,SYBR,DEAD,Unkn,DEAD,NaN,NaN,-5.05649580094523
H04,SYBR,DEAD,Unkn,DEAD,NaN,NaN,-3.37917650702993
H05,SYBR,DEAD,Unkn,DEAD,NaN,NaN,-2.34080842181565
H06,SYBR,DEAD,Unkn,DEAD,NaN,NaN,-3.39345534804907
H07,SYBR,DEAD,Unkn,DEAD,NaN,NaN,-3.64088079047469
H08,SYBR,DEAD,Unkn,DEAD,NaN,NaN,-3.10463443470062
H09,SYBR,DEAD,Unkn,DEAD,NaN,NaN,-2.29260204051334
H10,SYBR,DEAD,Unkn,DEAD,NaN,NaN,-3.52864600265175
H11,SYBR,DEAD,Unkn,DEAD,NaN,NaN,-0.82137307388266
H12,SYBR,DEAD,Unkn,DEAD,NaN,NaN,-2.43974056527613
