"","Term","Ont","N","DE","P.DE"
"GO:0019219","regulation of nucleobase-containing compound metabolic process","BP",4140,473,1.22031879264253e-41
"GO:0044260","cellular macromolecule metabolic process","BP",8352,776,8.67625203324684e-41
"GO:0051252","regulation of RNA metabolic process","BP",3822,443,5.43958232960294e-40
"GO:2000112","regulation of cellular macromolecule biosynthetic process","BP",3998,449,4.5932545594631e-37
"GO:0006351","transcription, DNA-templated","BP",3668,422,6.96084892936867e-37
"GO:0006366","transcription by RNA polymerase II","BP",2818,351,8.407773813953e-37
"GO:0097659","nucleic acid-templated transcription","BP",3716,425,1.43973253018062e-36
"GO:0010556","regulation of macromolecule biosynthetic process","BP",4138,458,2.45556480047721e-36
"GO:0032774","RNA biosynthetic process","BP",3733,425,4.41652392284223e-36
"GO:0090304","nucleic acid metabolic process","BP",5735,577,1.30323827351544e-35
"GO:0034645","cellular macromolecule biosynthetic process","BP",4961,519,1.73892063543934e-35
"GO:0031326","regulation of cellular biosynthetic process","BP",4325,470,1.98715922925913e-35
