"","Term","Ont","N","DE","P.DE"
"GO:0009952","anterior/posterior pattern specification","BP",219,5,0.000000246763182395315
"GO:0003002","regionalization","BP",351,5,0.00000252905373600012
"GO:0007389","pattern specification process","BP",446,5,0.00000813684430398294
"GO:0048705","skeletal system morphogenesis","BP",239,4,0.0000164898996320294
"GO:0048704","embryonic skeletal system morphogenesis","BP",93,3,0.0000317852314169365
"GO:0009887","animal organ morphogenesis","BP",1068,6,0.0000413789087088759
"GO:0048706","embryonic skeletal system development","BP",126,3,0.0000786747025994982
"GO:0001501","skeletal system development","BP",518,4,0.000330447008119604
"GO:0006355","regulation of transcription, DNA-templated","BP",3506,8,0.000821773851408288
"GO:0048562","embryonic organ morphogenesis","BP",288,3,0.000892001251739741
"GO:1903506","regulation of nucleic acid-templated transcription","BP",3567,8,0.000926207941020968
"GO:2001141","regulation of RNA biosynthetic process","BP",3576,8,0.000942508427927378
"GO:0048513","animal organ development","BP",3583,8,0.000955350372143727
