"","Term","Ont","N","DE","P.DE"
"GO:0046040","IMP metabolic process","BP",13,3,0.00000318419355373581
"GO:0009117","nucleotide metabolic process","BP",709,10,0.00000375459739774431
"GO:0006753","nucleoside phosphate metabolic process","BP",716,10,0.00000409638185332526
"GO:0055086","nucleobase-containing small molecule metabolic process","BP",801,10,0.0000109767896918005
"GO:0009150","purine ribonucleotide metabolic process","BP",542,8,0.0000288719997832237
"GO:0009259","ribonucleotide metabolic process","BP",557,8,0.000035056963948308
"GO:0006163","purine nucleotide metabolic process","BP",575,8,0.0000439106184964207
"GO:0019693","ribose phosphate metabolic process","BP",577,8,0.0000450006304231899
"GO:0009166","nucleotide catabolic process","BP",182,5,0.0000593544403321201
"GO:0072521","purine-containing compound metabolic process","BP",613,8,0.0000688556184349392
"GO:1901292","nucleoside phosphate catabolic process","BP",188,5,0.0000692166728166503
"GO:0009167","purine ribonucleoside monophosphate metabolic process","BP",340,6,0.000120928630842095
"GO:0009126","purine nucleoside monophosphate metabolic process","BP",341,6,0.000122883024248745
"GO:0006195","purine nucleotide catabolic process","BP",44,3,0.000140276371685005
"GO:0009161","ribonucleoside monophosphate metabolic process","BP",354,6,0.0001506556955805
"GO:0034404","nucleobase-containing small molecule biosynthetic process","BP",226,5,0.000164337372966116
"GO:0009123","nucleoside monophosphate metabolic process","BP",375,6,0.00020583117656133
"GO:0072523","purine-containing compound catabolic process","BP",51,3,0.00021810424967284
"GO:0006188","IMP biosynthetic process","BP",10,2,0.000229087431704939
