"","Term","Ont","N","DE","P.DE"
"GO:0006614","SRP-dependent cotranslational protein targeting to membrane","BP",105,46,1.48201024807098e-40
"GO:0006613","cotranslational protein targeting to membrane","BP",109,46,1.22738137790727e-39
"GO:0000184","nuclear-transcribed mRNA catabolic process, nonsense-mediated decay","BP",120,47,1.20216526958074e-38
"GO:0045047","protein targeting to ER","BP",118,46,9.83761196683221e-38
"GO:0072599","establishment of protein localization to endoplasmic reticulum","BP",122,46,5.97190346781391e-37
"GO:0006413","translational initiation","BP",193,53,0.000000000000000000000000000000000248623862280516
"GO:0000956","nuclear-transcribed mRNA catabolic process","BP",207,54,0.00000000000000000000000000000000106370792466835
"GO:0070972","protein localization to endoplasmic reticulum","BP",147,46,0.00000000000000000000000000000000985124968173601
"GO:0019083","viral transcription","BP",177,49,0.0000000000000000000000000000000543330536782565
"GO:0019080","viral gene expression","BP",191,49,0.00000000000000000000000000000269497209233411
"GO:0006612","protein targeting to membrane","BP",202,49,0.0000000000000000000000000000450594833763571
"GO:0006412","translation","BP",714,89,0.000000000000000000000000000195834828828176
"GO:0043043","peptide biosynthetic process","BP",739,89,0.00000000000000000000000000248056677002157
"GO:0006402","mRNA catabolic process","BP",364,59,0.000000000000000000000000695997151413449
