"","Term","Ont","N","DE","P.DE"
"GO:0090304","nucleic acid metabolic process","BP",5735,1495,1.16053045172272e-156
"GO:0006139","nucleobase-containing compound metabolic process","BP",6411,1594,7.11103877719766e-149
"GO:0046483","heterocycle metabolic process","BP",6570,1610,4.29789149525024e-144
"GO:0006725","cellular aromatic compound metabolic process","BP",6615,1615,5.53285703554248e-143
"GO:0019219","regulation of nucleobase-containing compound metabolic process","BP",4140,1173,1.34736388296146e-141
"GO:1901360","organic cyclic compound metabolic process","BP",6839,1633,1.11483454235591e-134
"GO:0034641","cellular nitrogen compound metabolic process","BP",7161,1669,1.08503928188384e-127
"GO:0016070","RNA metabolic process","BP",5206,1334,5.66675384999345e-126
"GO:0051252","regulation of RNA metabolic process","BP",3822,1078,2.06248242091962e-125
"GO:0032774","RNA biosynthetic process","BP",3733,1057,1.31253992468046e-123
"GO:0034654","nucleobase-containing compound biosynthetic process","BP",4278,1160,1.5655141468609e-123
"GO:0034645","cellular macromolecule biosynthetic process","BP",4961,1283,8.39969597246445e-123
"GO:0006351","transcription, DNA-templated","BP",3668,1042,1.80427762686968e-122
"GO:0097659","nucleic acid-templated transcription","BP",3716,1051,2.38843599333731e-122
"GO:0044260","cellular macromolecule metabolic process","BP",8352,1844,2.94017534819003e-122
