"","Term","Ont","N","DE","P.DE"
"GO:2000515","negative regulation of CD4-positive, alpha-beta T cell activation","BP",29,2,0.0000692163773099987
"GO:0046636","negative regulation of alpha-beta T cell activation","BP",38,2,0.000119604480799936
"GO:2000514","regulation of CD4-positive, alpha-beta T cell activation","BP",61,2,0.000309718162504307
"GO:0021754","facial nucleus development","BP",1,1,0.000439281530652091
"GO:0035710","CD4-positive, alpha-beta T cell activation","BP",92,2,0.000703470307997634
"GO:0046634","regulation of alpha-beta T cell activation","BP",93,2,0.000718767305401248
"GO:0021570","rhombomere 4 development","BP",2,1,0.000878391525586775
"GO:0006275","regulation of DNA replication","BP",108,2,0.000967475051349572
"GO:0050868","negative regulation of T cell activation","BP",112,2,0.00103986541549604
"GO:0021571","rhombomere 5 development","BP",3,1,0.00131733004341683
"GO:1903038","negative regulation of leukocyte cell-cell adhesion","BP",129,2,0.0013757902129259
"GO:0046631","alpha-beta T cell activation","BP",138,2,0.00157202983450465
"GO:0051250","negative regulation of lymphocyte activation","BP",146,2,0.00175707207523338
"GO:0006665","sphingolipid metabolic process","BP",159,2,0.00207890746080725
"GO:0002695","negative regulation of leukocyte activation","BP",175,2,0.00251063234353856
"GO:1904528","positive regulation of microtubule binding","BP",6,1,0.00263311732015581
"GO:0022408","negative regulation of cell-cell adhesion","BP",181,2,0.00268257845105743
"GO:0030155","regulation of cell adhesion","BP",691,3,0.00275548683685614
