"","Term","Ont","N","DE","P.DE"
"GO:0098712","L-glutamate import across plasma membrane","BP",13,3,0.0000697204620115811
"GO:0051938","L-glutamate import","BP",14,3,0.0000883204394431715
"GO:0070779","D-aspartate import across plasma membrane","BP",4,2,0.000241398663571757
"GO:0070777","D-aspartate transport","BP",4,2,0.000241398663571757
"GO:0089718","amino acid import across plasma membrane","BP",23,3,0.00041199758861992
"GO:0015813","L-glutamate transmembrane transport","BP",23,3,0.00041199758861992
"GO:0002068","glandular epithelial cell development","BP",25,3,0.00053008709007831
"GO:0043090","amino acid import","BP",26,3,0.000596437919008711
"GO:1904528","positive regulation of microtubule binding","BP",6,2,0.000598446541604868
"GO:0010800","positive regulation of peptidyl-threonine phosphorylation","BP",29,3,0.000826573432983869
"GO:0042940","D-amino acid transport","BP",7,2,0.000834314888437079
