"","Term","Ont","N","DE","P.DE"
"GO:0000184","nuclear-transcribed mRNA catabolic process, nonsense-mediated decay","BP",120,62,1.8035478552793e-44
"GO:0051649","establishment of localization in cell","BP",2242,292,5.55368005992937e-43
"GO:0046907","intracellular transport","BP",1847,258,6.23776229009568e-43
"GO:0006613","cotranslational protein targeting to membrane","BP",109,58,1.23812672952979e-42
"GO:0006614","SRP-dependent cotranslational protein targeting to membrane","BP",105,57,1.43188561536932e-42
"GO:0006402","mRNA catabolic process","BP",364,102,2.13153531427698e-42
"GO:0070972","protein localization to endoplasmic reticulum","BP",147,65,3.87983570497441e-41
"GO:0006401","RNA catabolic process","BP",397,105,4.29576680984713e-41
"GO:0000956","nuclear-transcribed mRNA catabolic process","BP",207,76,5.85757208447705e-41
"GO:0051641","cellular localization","BP",2927,341,3.05207345182716e-40
"GO:0072599","establishment of protein localization to endoplasmic reticulum","BP",122,59,3.17931758718957e-40
