"","Term","Ont","N","DE","P.DE"
"GO:0033327","Leydig cell differentiation","BP",11,1,0.000536899648574729
"GO:0030238","male sex determination","BP",15,1,0.000732135884420115
"GO:0007530","sex determination","BP",23,1,0.00112260835611089
"GO:0043627","response to estrogen","BP",73,1,0.00356306130417849
"GO:0050810","regulation of steroid biosynthetic process","BP",95,1,0.00463686060132751
"GO:0001708","cell fate specification","BP",99,1,0.00483209683717289
"GO:0019218","regulation of steroid metabolic process","BP",124,1,0.00605232331120653
"GO:0042552","myelination","BP",132,1,0.0064427957828973
"GO:0007224","smoothened signaling pathway","BP",133,1,0.00649160484185851
"GO:0008366","axon ensheathment","BP",134,1,0.00654041390082005
"GO:0007272","ensheathment of neurons","BP",134,1,0.00654041390082005
"GO:0032355","response to estradiol","BP",134,1,0.00654041390082005
"GO:0008584","male gonad development","BP",138,1,0.00673565013666533
"GO:0046546","development of primary male sexual characteristics","BP",139,1,0.00678445919562676
"GO:0007286","spermatid development","BP",152,1,0.00741897696212457
"GO:0048515","spermatid differentiation","BP",158,1,0.00771183131589215
"GO:0046661","male sex differentiation","BP",160,1,0.00780944943381456
"GO:0006694","steroid biosynthetic process","BP",196,1,0.00956657555642271
"GO:0046890","regulation of lipid biosynthetic process","BP",198,1,0.00966419367434557
