"","Term","Ont","N","DE","P.DE"
"GO:0051650","establishment of vesicle localization","BP",290,7,0.00000719465118232063
"GO:0051648","vesicle localization","BP",306,7,0.00001020526458038
"GO:0051656","establishment of organelle localization","BP",504,8,0.0000318769625348632
"GO:0051640","organelle localization","BP",701,9,0.0000512460794316874
"GO:0051403","stress-activated MAPK cascade","BP",286,6,0.00007461502604129
"GO:0001959","regulation of cytokine-mediated signaling pathway","BP",177,5,0.0000774391408163383
"GO:0021540","corpus callosum morphogenesis","BP",6,2,0.0000905486327103093
"GO:0060759","regulation of response to cytokine stimulus","BP",190,5,0.000108148398642675
"GO:0070498","interleukin-1-mediated signaling pathway","BP",100,4,0.000111960364887811
"GO:0031098","stress-activated protein kinase signaling cascade","BP",315,6,0.00012672814746844
"GO:0099003","vesicle-mediated transport in synapse","BP",207,5,0.000161517202817301
"GO:0002223","stimulatory C-type lectin receptor signaling pathway","BP",113,4,0.00017951922051345
"GO:0002220","innate immune response activating cell surface receptor signaling pathway","BP",116,4,0.000198542875595861
"GO:0099641","anterograde axonal protein transport","BP",9,2,0.000216279631348438
