"","Term","Ont","N","DE","P.DE"
"GO:0050911","detection of chemical stimulus involved in sensory perception of smell","BP",427,6,0.000000806069705261946
"GO:0007608","sensory perception of smell","BP",454,6,0.0000011523339132048
"GO:0050907","detection of chemical stimulus involved in sensory perception","BP",477,6,0.00000153596525835598
"GO:0009593","detection of chemical stimulus","BP",512,6,0.00000231589539049963
"GO:0007606","sensory perception of chemical stimulus","BP",526,6,0.00000270711929925594
"GO:0050906","detection of stimulus involved in sensory perception","BP",531,6,0.00000285930365084272
"GO:0051606","detection of stimulus","BP",691,6,0.0000129652384129035
"GO:0007600","sensory perception","BP",977,6,0.0000910504515638539
"GO:0033141","positive regulation of peptidyl-serine phosphorylation of STAT protein","BP",21,2,0.000134828670687529
"GO:0033139","regulation of peptidyl-serine phosphorylation of STAT protein","BP",23,2,0.000162277977885666
"GO:0042501","serine phosphorylation of STAT protein","BP",27,2,0.000224697614696982
"GO:0032501","multicellular organismal process","BP",7751,14,0.000226147808784368
"GO:0002323","natural killer cell activation involved in immune response","BP",32,2,0.000316747714373195
"GO:0007186","G protein-coupled receptor signaling pathway","BP",1371,6,0.000578361715847884
"GO:0043330","response to exogenous dsRNA","BP",46,2,0.000656456834594918
"GO:0050877","nervous system process","BP",1437,6,0.000743223151344451
