"","Term","Ont","N","DE","P.DE"
"GO:0006366","transcription by RNA polymerase II","BP",2818,126,0.00000000000000236296466321986
"GO:0006351","transcription, DNA-templated","BP",3668,150,0.00000000000000380502148459957
"GO:0097659","nucleic acid-templated transcription","BP",3716,151,0.00000000000000507857296068812
"GO:0032774","RNA biosynthetic process","BP",3733,151,0.00000000000000755142320870807
"GO:0006355","regulation of transcription, DNA-templated","BP",3506,143,0.000000000000029670212660843
"GO:1903506","regulation of nucleic acid-templated transcription","BP",3567,144,0.0000000000000533584693545106
"GO:2001141","regulation of RNA biosynthetic process","BP",3576,144,0.0000000000000655506613375415
"GO:0051252","regulation of RNA metabolic process","BP",3822,149,0.000000000000278619781575659
"GO:0019438","aromatic compound biosynthetic process","BP",4351,163,0.000000000000349503244483973
"GO:0034654","nucleobase-containing compound biosynthetic process","BP",4278,161,0.000000000000363449854768353
"GO:0006357","regulation of transcription by RNA polymerase II","BP",2683,116,0.000000000000474421440749247
"GO:0018130","heterocycle biosynthetic process","BP",4341,162,0.000000000000607719028710928
"GO:2000112","regulation of cellular macromolecule biosynthetic process","BP",3998,152,0.00000000000110917527995328
"GO:0044260","cellular macromolecule metabolic process","BP",8352,259,0.00000000000160194270998469
"GO:0050794","regulation of cellular process","BP",11022,317,0.00000000000205447402557258
"GO:0019219","regulation of nucleobase-containing compound metabolic process","BP",4140,155,0.00000000000205579058570937
