id,counts
RNASEQ-PROCESSED/gtex_analysis/cortex/readcounts/GTEX-1117F-3226-SM-5N9CT.Aligned.sortedByCoord.out.patched.md,83322277
RNASEQ-PROCESSED/gtex_analysis/cortex/readcounts/GTEX-111FC-3126-SM-5GZZ2.Aligned.sortedByCoord.out.patched.md,99404677
RNASEQ-PROCESSED/gtex_analysis/cortex/readcounts/GTEX-1128S-2726-SM-5H12C.Aligned.sortedByCoord.out.patched.md,97147847
RNASEQ-PROCESSED/gtex_analysis/cortex/readcounts/GTEX-117XS-3026-SM-5N9CA.Aligned.sortedByCoord.out.patched.md,108811476
RNASEQ-PROCESSED/gtex_analysis/cortex/readcounts/GTEX-1192X-3126-SM-5N9BY.Aligned.sortedByCoord.out.patched.md,76411373
RNASEQ-PROCESSED/gtex_analysis/cortex/readcounts/GTEX-11DXW-1126-SM-5H12Q.Aligned.sortedByCoord.out.patched.md,104497597
RNASEQ-PROCESSED/gtex_analysis/cortex/readcounts/GTEX-11DXY-3226-SM-5GIDE.Aligned.sortedByCoord.out.patched.md,74022617
RNASEQ-PROCESSED/gtex_analysis/cortex/readcounts/GTEX-11EI6-3026-SM-5GZZO.Aligned.sortedByCoord.out.patched.md,106509421
RNASEQ-PROCESSED/gtex_analysis/cortex/readcounts/GTEX-11EMC-3226-SM-5EGKW.Aligned.sortedByCoord.out.patched.md,83043200
RNASEQ-PROCESSED/gtex_analysis/cortex/readcounts/GTEX-11GS4-3126-SM-5A5LH.Aligned.sortedByCoord.out.patched.md,75758347
RNASEQ-PROCESSED/gtex_analysis/cortex/readcounts/GTEX-11GSO-2926-SM-5HL73.Aligned.sortedByCoord.out.patched.md,66720586
RNASEQ-PROCESSED/gtex_analysis/cortex/readcounts/GTEX-11GSP-3226-SM-5986O.Aligned.sortedByCoord.out.patched.md,91723328
RNASEQ-PROCESSED/gtex_analysis/cortex/readcounts/GTEX-11NUK-2926-SM-5A5MD.Aligned.sortedByCoord.out.patched.md,99254125
RNASEQ-PROCESSED/gtex_analysis/cortex/readcounts/GTEX-11NV4-2126-SM-5N9DS.Aligned.sortedByCoord.out.patched.md,67990673
